max -1.05x + -2.26y + 0.11z
8.48x + -2.79y + -8.11z <= 455.8
-4.59x + 3.05y + -1.16z <= 660.38
-3.77x + -3.86y + -6.65z <= 429.1
9.06x + -6.88y + -5.9z <= 937.02
-6.51x + 0.23y + 0.55z <= 794.31
5.29x + -7.73y + -7.89z <= 954.57
9.35x + 9.96y + -5.56z <= 123.18
-1.96x + -0.98y + -7.82z <= 375.96
-1.37x + -2.96y + -3.65z <= 536.89
1.0x + 6.93y + 5.3z <= 806.97
-0.66x + 6.28y + -6.31z <= 930.55
7.93x + -4.16y + 9.13z <= 776.38
8.04x + -1.86y + -5.82z <= 365.03
-2.03x + -1.86y + 6.47z <= 580.28
-5.35x + -3.12y + -1.6z <= 261.6
1.21x + -4.82y + 5.12z <= 585.58
3.49x + -7.71y + 8.52z <= 615.68
-1.47x + 6.11y + 0.26z <= 158.24
9.77x + 5.04y + 9.82z <= 481.64
-0.15x + 2.66y + -7.52z <= 864.28
9.68x + -8.04y + 4.91z <= 613.68
4.24x + 6.97y + 5.9z <= 905.39
-1.32x + 0.99y + -5.55z <= 993.93
-2.56x + -7.77y + -5.58z <= 228.99
-1.38x + -5.74y + 5.87z <= 520.72
-8.71x + 1.01y + -6.85z <= 994.64
6.02x + 7.81y + 0.91z <= 532.43
8.6x + 5.22y + 0.24z <= 469.09
5.27x + 2.65y + -3.14z <= 593.65
-7.84x + -3.96y + 5.57z <= 325.41
5.33x + -6.32y + -3.6z <= 140.72
4.32x + -4.68y + 2.47z <= 130.32
8.43x + 8.39y + -2.15z <= 317.33
5.66x + 0.66y + 5.44z <= 169.86
-0.14x + 7.99y + 4.66z <= 918.37
-2.85x + -0.28y + -0.41z <= 531.58
-0.08x + -9.43y + 4.45z <= 871.8
2.72x + 5.95y + -9.77z <= 958.35
-7.56x + -9.4y + -7.33z <= 662.86
9.65x + -4.74y + 3.77z <= 546.1
-9.67x + -1.65y + -7.96z <= 599.38
8.95x + -4.07y + 7.22z <= 700.52
2.69x + -5.46y + -9.64z <= 193.77
-8.61x + 1.3y + -8.93z <= 791.51
0.2x + -4.59y + 9.43z <= 194.07
-5.81x + 7.56y + 1.82z <= 258.18
9.81x + -9.48y + 8.8z <= 175.86
0.54x + 6.05y + 9.44z <= 567.9
-9.09x + -4.38y + -2.8z <= 244.26
7.24x + -3.65y + -7.03z <= 467.4
-2.41x + -9.98y + -4.71z <= 858.72
-7.3x + 3.72y + 3.94z <= 195.09
-5.29x + -1.65y + 8.39z <= 823.13
5.0x + -2.48y + -2.09z <= 846.76
5.72x + -0.44y + 5.83z <= 780.19
3.64x + 5.99y + -0.52z <= 385.67
-8.89x + 3.07y + 3.02z <= 970.15
-0.24x + -6.73y + -4.95z <= 165.3
4.83x + -3.76y + 3.85z <= 380.34
-7.78x + -5.99y + 4.88z <= 410.74
2.88x + 4.69y + -8.59z <= 210.23
7.92x + -8.03y + 6.58z <= 982.63
-7.33x + -3.3y + 4.68z <= 130.28
9.6x + 6.14y + -1.22z <= 382.04
-5.04x + -0.08y + 0.01z <= 931.26
4.47x + -9.39y + -3.47z <= 915.85
8.92x + 4.35y + -4.42z <= 132.86
-0.17x + 3.98y + -8.75z <= 366.33
5.17x + 6.07y + 4.64z <= 289.89
4.91x + 3.01y + -9.36z <= 424.93
2.04x + -0.28y + 4.23z <= 393.29
-7.46x + -7.46y + -4.49z <= 202.28
4.62x + -4.76y + -5.77z <= 990.45
0.65x + -6.55y + -8.72z <= 661.74
-1.73x + 3.73y + -5.18z <= 784.08
-5.75x + 9.39y + 7.74z <= 691.46
-5.4x + -6.23y + -8.15z <= 146.14
-8.71x + 6.33y + 4.98z <= 343.8
4.69x + -4.31y + 1.22z <= 686.02
-5.14x + 5.84y + -9.4z <= 701.36
-7.82x + -2.05y + -4.71z <= 404.4
-1.62x + 4.29y + -6.09z <= 124.81
0.27x + 0.97y + 9.34z <= 201.58
-2.16x + 0.21y + 5.38z <= 197.03
3.59x + 8.36y + 0.53z <= 137.95
-2.08x + 9.89y + 6.28z <= 947.39
4.84x + 5.45y + -8.83z <= 725.54
-7.62x + -0.16y + 2.09z <= 321.04
8.05x + 9.0y + 3.18z <= 158.4
-0.23x + -0.32y + -1.96z <= 555.85
5.05x + -7.6y + -6.89z <= 791.67
6.16x + 0.32y + -4.7z <= 558.37
0.29x + -9.72y + -8.92z <= 463.26
5.03x + -8.94y + -7.8z <= 555.86
0.93x + 0.8y + 9.6z <= 882.52
9.55x + 5.16y + -0.05z <= 964.14
4.54x + 6.32y + -7.94z <= 693.53
8.67x + -1.46y + 0.38z <= 329.81
-6.24x + 0.2y + 3.51z <= 314.13
0.16x + -2.53y + -6.94z <= 946.66
-1.64x + 6.35y + -0.28z <= 197.07
6.51x + 8.1y + -7.97z <= 408.8
4.26x + -0.55y + 7.8z <= 154.56
-5.97x + 1.74y + 6.21z <= 688.75
6.23x + 2.18y + -4.22z <= 659.0
3.94x + 4.6y + -2.04z <= 368.28
8.17x + 6.54y + -6.06z <= 535.79
1.68x + -8.77y + 1.63z <= 128.79
-8.61x + -0.95y + -6.18z <= 378.9
-5.13x + 4.36y + -2.15z <= 748.19
10.0x + -0.5y + 5.44z <= 683.72
6.51x + 1.96y + 9.3z <= 376.58
4.26x + -1.07y + 6.43z <= 707.88
-7.02x + -0.63y + -6.5z <= 115.02
-5.74x + 5.37y + -4.06z <= 932.9
0.24x + 8.35y + 1.08z <= 978.55
-4.77x + 3.63y + -0.63z <= 808.53
3.8x + -0.45y + 3.69z <= 855.87
7.43x + 1.44y + 5.44z <= 826.07
-0.05x + 5.99y + -3.96z <= 892.83
-1.37x + 5.1y + -1.47z <= 820.3
7.59x + -5.21y + 4.33z <= 782.54
-9.67x + -9.93y + 9.5z <= 570.32
-7.73x + 3.95y + -5.93z <= 943.98
0.44x + -5.3y + -8.45z <= 707.23
1.74x + -6.85y + 4.63z <= 514.6
1.97x + -4.42y + -3.73z <= 293.16
-4.5x + 4.31y + 2.07z <= 748.88
-8.56x + -1.18y + 6.84z <= 908.45
3.32x + -1.63y + 9.77z <= 383.17
-6.78x + -5.11y + -3.02z <= 445.36
-8.41x + 5.55y + 9.0z <= 903.49
5.67x + 6.11y + -7.19z <= 366.99
-9.04x + 5.71y + -1.61z <= 974.36
-6.95x + 9.0y + -5.93z <= 892.9
-0.02x + -4.05y + 5.52z <= 204.62
-3.2x + 6.01y + -5.04z <= 656.21
-6.87x + -6.09y + 7.15z <= 884.11
5.47x + -4.09y + 0.62z <= 581.9
-0.33x + 9.36y + 2.95z <= 513.78
7.91x + 9.24y + 3.05z <= 657.47
2.58x + 2.49y + 2.62z <= 799.67
6.99x + 2.72y + 3.83z <= 424.31
-9.48x + 9.52y + -9.42z <= 955.82
1.7x + -1.09y + -3.93z <= 601.47
-1.54x + 2.9y + -4.42z <= 945.39
-5.36x + -3.47y + 9.58z <= 863.13
0.86x + -0.46y + 7.32z <= 517.31
1.8x + 3.54y + -3.2z <= 360.75
8.3x + 4.68y + -2.29z <= 376.59
3.31x + -4.16y + 2.7z <= 361.77
-2.43x + 5.79y + -0.16z <= 717.64
3.71x + -8.56y + 9.38z <= 837.48
9.81x + -4.53y + -7.08z <= 753.68
-1.55x + 9.46y + 3.41z <= 549.63
-7.62x + 1.35y + -6.38z <= 894.26
-4.47x + 8.39y + 6.47z <= 260.34
-2.4x + 7.91y + 9.82z <= 776.68
5.62x + 2.48y + 3.56z <= 886.3
-7.03x + 8.12y + -5.81z <= 796.19
1.23x + 2.25y + -1.76z <= 865.73
2.76x + -9.22y + -1.14z <= 324.99
7.39x + -2.67y + 3.83z <= 660.68
1.21x + -9.83y + 5.29z <= 718.62
-4.25x + 9.72y + -7.03z <= 958.49
1.22x + -6.3y + 5.08z <= 885.92
-5.88x + 1.58y + 4.61z <= 140.22
2.81x + 6.86y + -9.63z <= 896.18
0.91x + 2.88y + 5.37z <= 747.02
1.87x + -5.66y + 1.22z <= 369.32
-0.41x + -6.8y + -8.76z <= 993.89
-3.77x + 3.82y + 9.31z <= 469.38
9.86x + 0.68y + -4.91z <= 671.83
2.01x + -5.32y + 6.27z <= 476.12
9.02x + 2.05y + 3.06z <= 578.18
0.98x + -5.15y + -9.08z <= 269.23
-0.2x + 3.02y + 3.57z <= 909.86
2.55x + -9.22y + -0.76z <= 172.46
1.38x + -4.41y + -9.99z <= 789.27
-1.95x + -9.24y + -2.93z <= 556.53
-5.46x + 9.75y + 2.38z <= 252.29
7.22x + -3.91y + -4.95z <= 821.42
-4.6x + -3.72y + -2.93z <= 732.47
-4.53x + 6.94y + -1.51z <= 442.79
-4.05x + -4.78y + 7.1z <= 829.71
-5.72x + 4.02y + -4.8z <= 139.19
-8.48x + 2.4y + -2.3z <= 213.76
-7.68x + 6.45y + 6.63z <= 105.04
-4.9x + 0.63y + 1.62z <= 559.55
5.84x + -3.54y + -7.75z <= 709.8
4.46x + 3.42y + -1.34z <= 560.32
0.7x + 1.42y + -1.84z <= 386.29
-9.22x + -7.33y + 4.48z <= 752.25
1.72x + 8.32y + -9.5z <= 759.56
-6.87x + -7.11y + 9.92z <= 971.21
3.52x + -7.98y + 4.58z <= 640.45
2.47x + 1.05y + -1.58z <= 954.07
-6.95x + 5.51y + 6.56z <= 246.27
-8.04x + 8.5y + 4.19z <= 453.63
-9.29x + 4.16y + -0.11z <= 214.04
-0.55x + -9.84y + -6.88z <= 564.45
1.54x + -6.84y + 5.3z <= 473.11
-4.83x + -4.2y + -9.01z <= 306.87
-7.54x + 1.03y + -2.0z <= 887.3
9.22x + 2.43y + 7.04z <= 240.98
-9.2x + -1.08y + 0.89z <= 449.67
-0.18x + 9.06y + 8.71z <= 495.38
-8.52x + -9.0y + -0.67z <= 416.89
3.66x + -8.89y + -6.34z <= 711.99
-0.24x + -8.92y + -2.11z <= 836.61
4.53x + 6.08y + -9.26z <= 913.32
1.87x + 0.19y + -2.81z <= 216.12
-9.87x + -4.29y + 2.72z <= 606.48
5.26x + 7.14y + -9.24z <= 951.71
-2.67x + 8.28y + 5.78z <= 317.12
-7.76x + -6.2y + -9.85z <= 430.78
-1.56x + 9.41y + 1.29z <= 481.01
3.23x + -9.75y + 0.24z <= 353.64
4.02x + -1.87y + 0.21z <= 865.04
6.28x + -9.17y + 0.49z <= 959.64
5.07x + -8.05y + -3.87z <= 429.89
-4.29x + -9.33y + 7.79z <= 801.75
7.51x + 3.66y + 1.48z <= 232.84
7.57x + 2.03y + 9.8z <= 506.52
5.02x + 4.01y + 8.65z <= 724.84
-9.63x + -2.6y + -4.97z <= 555.34
-8.81x + -8.28y + 8.34z <= 920.88
9.45x + -7.96y + -6.25z <= 957.2
8.69x + -6.3y + -1.25z <= 760.59
-9.05x + -2.22y + 3.12z <= 335.94
-4.02x + -3.62y + 7.51z <= 248.78
9.08x + 3.1y + 3.46z <= 559.35
-2.61x + 9.54y + -4.34z <= 964.28
-2.45x + -4.82y + -4.13z <= 536.27
-4.62x + 4.41y + -2.33z <= 253.04
0.94x + -5.12y + 0.72z <= 747.05
9.98x + -8.17y + -6.94z <= 332.35
1.36x + 9.9y + -2.52z <= 531.71
8.26x + -3.36y + -3.14z <= 881.42
-9.01x + -8.13y + 4.96z <= 428.71
2.35x + 2.5y + 7.38z <= 422.36
3.05x + 0.15y + 8.18z <= 879.37
-0.84x + -4.45y + 8.63z <= 520.51
-8.91x + -6.86y + 3.64z <= 662.56
4.93x + 3.37y + -8.63z <= 371.95
-2.19x + -7.38y + -1.66z <= 484.59
-2.98x + -7.33y + -6.09z <= 839.36
0.97x + -4.84y + -9.99z <= 922.94
4.42x + 0.64y + -2.2z <= 319.75
-6.1x + 8.5y + -6.04z <= 501.56
4.39x + -3.99y + -8.11z <= 443.85
0.93x + -1.58y + 8.27z <= 376.77
-4.07x + 6.37y + 8.52z <= 757.16
-9.67x + -1.36y + 7.34z <= 781.84
9.29x + 4.29y + -9.04z <= 938.88
6.3x + -3.59y + -3.27z <= 126.74
-3.47x + 1.02y + -5.59z <= 827.72
6.98x + 8.16y + 0.94z <= 578.35
0.61x + 5.95y + 9.84z <= 793.24
8.78x + -2.0y + -1.18z <= 765.77
3.12x + -1.48y + -9.2z <= 565.8
-9.04x + 9.85y + -1.57z <= 632.06
-9.46x + 5.96y + -7.52z <= 381.37
0.15x + 7.16y + 5.75z <= 704.15
4.3x + -2.33y + 2.03z <= 460.12
-1.5x + -1.07y + 8.61z <= 502.7
-6.45x + 0.33y + 1.79z <= 655.59
-6.86x + -8.96y + -2.98z <= 519.54
-0.66x + -5.33y + -6.91z <= 924.24
7.28x + -4.54y + 0.21z <= 377.71
5.0x + 1.43y + 7.42z <= 739.72
-5.04x + 7.82y + -8.42z <= 801.5
-1.6x + 1.07y + -7.61z <= 989.32
7.93x + -9.4y + 0.92z <= 394.72
1.11x + -3.12y + 3.41z <= 484.81
5.93x + -6.19y + -3.15z <= 888.88
1.21x + 1.27y + -5.58z <= 957.11
-8.23x + 4.47y + -6.96z <= 917.12
-8.0x + 4.4y + 9.52z <= 190.71
-8.2x + 0.32y + -2.63z <= 268.58
-9.62x + 9.98y + 0.67z <= 728.63
3.49x + -6.44y + -2.6z <= 190.91
8.55x + 0.57y + 9.37z <= 514.37
-4.47x + -8.96y + -8.11z <= 756.85
-7.35x + -8.43y + -2.22z <= 433.9
6.39x + -1.24y + -6.98z <= 266.42
1.02x + 3.46y + 9.9z <= 725.26
-0.9x + 5.89y + 2.5z <= 435.12
-0.49x + -7.23y + 3.67z <= 746.89
-6.37x + -2.54y + -7.61z <= 463.64
-7.84x + -2.91y + -2.14z <= 109.7
3.46x + -5.99y + -3.73z <= 910.29
-1.36x + -0.44y + 0.42z <= 263.49
-3.88x + -1.39y + -8.02z <= 556.7
5.63x + 8.44y + 9.94z <= 682.71
2.38x + -1.98y + 0.46z <= 503.47
9.68x + -6.19y + -5.25z <= 500.21
-7.79x + -6.35y + 3.06z <= 138.14
-1.9x + -4.96y + 2.7z <= 969.19
-2.21x + -6.13y + 1.42z <= 942.58
9.54x + 3.47y + -6.62z <= 896.34
-0.24x + 2.58y + 4.1z <= 481.81
7.85x + -6.11y + -8.3z <= 377.55
7.45x + 2.5y + 4.9z <= 534.16
6.78x + -6.11y + -1.92z <= 165.55
-8.35x + -8.14y + -9.11z <= 341.84
-1.97x + 0.13y + -4.71z <= 409.51
4.34x + 0.25y + -0.12z <= 533.8
7.83x + -4.62y + 4.89z <= 642.6
-7.03x + 6.54y + -2.49z <= 609.59
0.84x + -4.66y + -6.62z <= 117.62
2.49x + 9.18y + 7.44z <= 790.61
4.01x + 9.3y + 8.48z <= 649.63
4.3x + -3.44y + -4.29z <= 767.46
-7.49x + 4.71y + 0.79z <= 572.05
-7.85x + -1.68y + 0.76z <= 647.54
4.75x + 8.49y + 5.14z <= 104.78
-5.0x + -4.59y + -9.06z <= 862.16
5.49x + 3.54y + -7.82z <= 338.99
3.27x + 6.18y + -7.02z <= 774.23
8.44x + 4.98y + 0.15z <= 463.83
-3.76x + 4.2y + -6.43z <= 880.33
-9.14x + -5.62y + 2.81z <= 142.52
-9.88x + -2.4y + -9.38z <= 426.04
-3.32x + 6.39y + 2.01z <= 710.25
-1.15x + 1.8y + -6.74z <= 113.54
-6.96x + -4.05y + 6.48z <= 349.67
-4.41x + -6.72y + -1.33z <= 981.06
-0.12x + -8.71y + 5.41z <= 865.1
9.26x + 8.48y + -9.85z <= 762.13
9.42x + 6.1y + -6.39z <= 315.9
-6.02x + 3.62y + 9.68z <= 407.53
5.49x + 7.34y + 3.66z <= 717.72
-5.84x + 6.41y + 7.54z <= 121.36
-0.44x + 8.6y + 3.45z <= 832.21
-4.04x + 0.19y + 1.34z <= 313.3
6.19x + -6.95y + -2.01z <= 800.18
0.98x + -9.33y + 6.42z <= 925.91
-8.94x + -2.32y + -6.66z <= 648.54
-2.42x + 1.35y + 7.65z <= 747.99
-1.19x + -8.31y + -9.92z <= 698.52
3.81x + 8.36y + -3.15z <= 720.65
2.74x + 9.02y + -9.03z <= 978.45
8.62x + -6.82y + -1.9z <= 966.3
9.48x + 3.56y + 6.83z <= 669.4
-7.16x + -0.29y + -5.27z <= 479.21
4.15x + 8.42y + 8.84z <= 530.41
4.51x + 7.21y + 2.16z <= 575.84
-7.74x + -2.47y + -1.97z <= 784.04
5.45x + 7.11y + 8.64z <= 207.24
-6.72x + 0.52y + -8.45z <= 819.84
6.96x + -6.51y + 2.28z <= 420.8
-7.88x + -3.93y + -7.19z <= 847.13
-6.43x + 2.98y + -4.05z <= 703.62
-8.89x + 7.24y + 6.35z <= 628.83
3.02x + 2.33y + -7.47z <= 214.42
-7.1x + -0.69y + 9.7z <= 528.6
8.77x + 7.63y + -7.43z <= 638.94
-4.44x + 6.78y + 2.36z <= 913.75
-0.9x + 8.91y + -6.85z <= 686.46
1.24x + -4.01y + 0.71z <= 829.73
6.68x + 1.33y + -4.08z <= 975.37
-7.57x + -1.31y + 4.15z <= 923.29
-6.49x + 6.72y + -2.11z <= 478.95
5.9x + 8.05y + -6.06z <= 244.3
-5.82x + -2.75y + -8.1z <= 171.02
1.73x + 6.01y + 5.9z <= 747.22
9.92x + 3.3y + 2.07z <= 285.85
-7.28x + 4.2y + -1.35z <= 583.79
-7.11x + 4.55y + -9.49z <= 838.7
-4.56x + -1.86y + 6.29z <= 753.31
8.22x + 4.75y + 6.62z <= 865.19
2.41x + 6.79y + -8.02z <= 655.38
7.59x + 1.53y + -9.27z <= 483.73
-6.88x + -3.7y + 5.58z <= 455.44
2.22x + -7.57y + -3.81z <= 596.78
5.62x + 1.41y + 0.23z <= 200.21
7.86x + -9.51y + 7.46z <= 543.43
-3.27x + -3.75y + -2.95z <= 719.27
-5.97x + -9.6y + -6.19z <= 805.51
5.06x + -0.74y + 4.43z <= 560.72
-2.11x + 0.3y + 2.11z <= 278.58
4.57x + -3.31y + 4.48z <= 623.49
-6.94x + 3.78y + -4.45z <= 910.86
2.58x + 5.15y + 9.18z <= 675.12
1.69x + 0.87y + 0.99z <= 101.4
7.46x + -2.83y + -0.26z <= 984.88
-2.66x + -9.33y + 6.51z <= 723.88
-4.8x + -3.61y + -8.34z <= 484.03
4.72x + 5.04y + 8.52z <= 378.89
4.86x + 1.6y + 7.46z <= 944.14
-4.29x + 7.33y + -6.09z <= 848.56
-4.59x + 2.52y + -8.28z <= 827.84
-5.92x + -1.06y + -8.49z <= 925.89
5.89x + 9.89y + 4.41z <= 216.81
-4.05x + 4.53y + 5.2z <= 565.19
-4.99x + -7.53y + 8.11z <= 409.38
-3.03x + -8.44y + 8.58z <= 392.24
3.67x + -1.13y + 3.63z <= 463.59
-7.07x + 9.76y + 7.13z <= 261.93
5.54x + 0.56y + 8.54z <= 351.65
1.84x + -5.26y + 1.41z <= 414.01
-9.99x + 4.33y + 9.72z <= 312.07
5.34x + -6.97y + -5.8z <= 998.09
-3.2x + -6.49y + 3.81z <= 529.81
2.81x + 1.1y + 5.11z <= 921.13
9.58x + -7.61y + 5.5z <= 727.75
-0.22x + 4.31y + 4.09z <= 445.25
9.37x + 9.18y + 7.28z <= 271.43
0.79x + 7.82y + 0.97z <= 710.9
-9.57x + -8.78y + 9.97z <= 488.78
8.52x + 8.53y + 8.14z <= 681.95
2.77x + 7.92y + -0.44z <= 568.17
-8.8x + -9.39y + -1.43z <= 357.64
7.77x + -2.9y + 3.86z <= 252.51
-2.85x + -7.5y + -6.76z <= 529.59
-9.46x + 7.22y + -5.77z <= 648.81
-1.64x + -6.69y + 2.67z <= 938.71
-7.44x + 1.57y + 9.35z <= 690.56
0.47x + 9.43y + -1.67z <= 248.59
2.54x + -4.66y + 4.43z <= 746.99
5.99x + -1.23y + 0.29z <= 128.86
-7.63x + 7.24y + -8.86z <= 120.58
5.99x + 0.32y + -2.78z <= 375.86
-6.35x + -6.27y + 3.73z <= 407.4
-9.7x + -1.77y + -6.55z <= 905.63
-5.29x + 9.2y + 8.23z <= 778.53
2.52x + 0.72y + 8.36z <= 575.76
8.16x + 8.04y + -7.09z <= 240.46
-6.2x + -2.27y + -6.68z <= 684.92
3.41x + 9.23y + -5.09z <= 955.44
6.36x + -8.04y + -8.15z <= 299.74
-0.12x + 0.31y + -4.33z <= 919.3
-6.33x + -3.83y + 1.07z <= 755.07
9.84x + -1.69y + 7.27z <= 140.75
-0.12x + -4.59y + 9.98z <= 724.37
7.98x + -1.51y + 0.99z <= 317.88
8.95x + 0.85y + 8.03z <= 900.99
-4.51x + -1.59y + -6.44z <= 448.46
-8.43x + 0.43y + -3.15z <= 559.81
-9.11x + -9.18y + -3.01z <= 183.29
4.27x + -4.04y + -3.98z <= 612.47
6.39x + -0.14y + -8.97z <= 460.8
-9.83x + -8.87y + 4.21z <= 377.32
3.63x + -4.57y + -6.52z <= 475.42
8.93x + -5.99y + -8.87z <= 836.65
-9.13x + -9.76y + 5.08z <= 258.5
4.14x + -6.63y + -5.86z <= 907.45
-0.55x + 3.0y + 8.05z <= 673.02
3.16x + 4.15y + -0.43z <= 681.66
-4.0x + -1.28y + 8.63z <= 361.29
-9.69x + 4.49y + 6.46z <= 108.5
-1.17x + 1.24y + 5.56z <= 388.54
-5.21x + -4.07y + 1.09z <= 576.87
-7.12x + 0.1y + 4.95z <= 203.62
7.7x + -2.68y + 9.62z <= 266.59
9.53x + -0.35y + 1.3z <= 798.99
4.96x + -3.96y + -8.34z <= 656.14
8.4x + 6.88y + 8.91z <= 441.1
-0.37x + -6.81y + -3.88z <= 633.22
-5.03x + 1.28y + -8.46z <= 228.04
8.86x + -9.97y + 4.49z <= 507.79
-9.33x + 5.47y + 0.66z <= 434.75
-4.19x + -9.02y + -8.92z <= 861.2
2.07x + -5.12y + 8.03z <= 928.75
0.8x + -6.31y + 1.59z <= 720.47
-3.02x + 0.42y + 4.97z <= 529.44
7.37x + -7.08y + -2.59z <= 195.78
5.15x + 4.95y + 0.74z <= 207.29
-2.12x + 8.13y + -4.55z <= 353.29
7.48x + 5.11y + -4.41z <= 257.6
-2.13x + -7.81y + -1.05z <= 203.84
-7.83x + -2.97y + 0.39z <= 386.93
-9.36x + 7.72y + 4.93z <= 328.84
-0.44x + -6.72y + 5.86z <= 434.6
5.39x + -4.37y + -8.5z <= 341.04
-9.8x + -8.11y + 3.73z <= 622.55
8.41x + -8.8y + -1.67z <= 719.77
-3.07x + -9.16y + 3.0z <= 574.61
-6.29x + -2.88y + -9.83z <= 523.58
1.5x + 6.02y + -0.84z <= 295.29
4.02x + 7.89y + -0.21z <= 427.88
-1.99x + -7.9y + 7.06z <= 111.46
4.79x + 4.9y + 5.56z <= 992.43
8.33x + -7.34y + 6.13z <= 337.15
-5.47x + 4.46y + 2.47z <= 239.31
-7.43x + 1.17y + 5.9z <= 822.53
7.07x + -1.68y + -5.25z <= 504.65
6.48x + 9.7y + -0.61z <= 808.38
-6.18x + 5.81y + 1.48z <= 751.94
-0.46x + 3.72y + 7.87z <= 341.0
5.3x + 0.18y + -7.95z <= 425.67
9.49x + 0.77y + 2.04z <= 306.36
-2.7x + -7.45y + 1.06z <= 243.45
-9.16x + -3.3y + 4.52z <= 692.46
-1.82x + -3.55y + -1.72z <= 160.76
0.17x + 8.4y + -3.75z <= 475.3
9.61x + -6.44y + 2.13z <= 769.63
9.22x + -2.28y + 1.63z <= 398.47
-5.55x + 5.18y + -7.42z <= 322.67
0.11x + -8.66y + -6.89z <= 150.37
6.93x + 6.4y + 3.55z <= 261.63
6.67x + 4.26y + 7.0z <= 501.72
7.54x + 2.9y + 5.5z <= 544.21
-4.1x + -0.71y + 5.97z <= 535.63
0.76x + 2.02y + 3.44z <= 739.44
9.12x + 4.33y + 9.43z <= 425.82
-6.56x + -0.61y + 7.62z <= 812.57
-3.44x + 9.37y + -0.02z <= 728.24
-1.87x + -2.51y + 5.45z <= 914.77
-6.43x + 8.73y + 3.06z <= 645.29
4.31x + 0.46y + 9.87z <= 425.2
-3.48x + -9.39y + -5.95z <= 734.36
-1.54x + 6.98y + -1.94z <= 358.5
-5.15x + -6.57y + -9.79z <= 605.51
8.87x + -6.36y + -9.02z <= 212.01
-1.57x + 1.66y + -6.53z <= 485.75
-4.39x + 1.13y + 4.08z <= 121.5
0.45x + -0.35y + -8.98z <= 548.64
2.78x + 2.75y + -2.99z <= 337.37
-2.95x + -3.59y + 4.98z <= 816.6
-7.3x + 4.15y + -3.92z <= 139.17
0.6x + 8.92y + 0.15z <= 603.2
6.43x + -2.58y + 7.67z <= 639.72
1.2x + 6.54y + 8.54z <= 626.74
-7.22x + -5.38y + -1.79z <= 958.46
5.29x + -7.92y + -4.42z <= 199.39
4.53x + 8.82y + 2.6z <= 251.27
-5.4x + -0.49y + -2.6z <= 715.41
0.46x + -0.64y + 2.32z <= 778.0
1.75x + 6.48y + -2.29z <= 992.08
-9.23x + -6.83y + -7.53z <= 520.11
-4.07x + -9.3y + 4.81z <= 362.55
-3.75x + -8.24y + 5.45z <= 637.52
2.28x + -1.1y + -9.75z <= 862.1
-8.38x + -6.42y + 1.41z <= 382.22
7.21x + 2.93y + -8.26z <= 252.52
2.02x + -2.93y + -3.5z <= 216.93
3.36x + 8.52y + 4.77z <= 327.17
-0.87x + 4.72y + -6.02z <= 652.42
-3.86x + -5.63y + -4.2z <= 292.04
-4.3x + -6.78y + -8.83z <= 955.51
9.83x + -1.5y + 6.73z <= 256.35
3.4x + 9.67y + 0.78z <= 216.53
-8.78x + 3.93y + -7.11z <= 908.78
1.19x + -3.45y + -9.49z <= 893.76
-7.55x + -4.81y + -2.19z <= 677.89
-5.44x + -2.36y + 1.22z <= 414.19
6.33x + -5.22y + 1.33z <= 476.81
-5.37x + 1.16y + 1.6z <= 706.77
0.68x + -1.76y + -3.71z <= 118.7
-3.16x + 3.02y + -0.26z <= 131.08
-3.26x + 5.25y + -6.84z <= 221.48
-2.36x + 8.88y + -9.87z <= 722.36
5.24x + 2.71y + -4.86z <= 174.61
1.97x + 7.87y + -7.0z <= 264.93
-2.47x + -7.97y + -0.32z <= 141.62
-2.3x + 8.98y + 5.57z <= 139.69
2.94x + -6.66y + -2.0z <= 281.26
8.86x + 6.28y + -7.9z <= 417.53
-8.7x + 9.0y + -8.82z <= 285.04
2.95x + -4.8y + 0.26z <= 486.19
7.82x + -1.99y + 6.94z <= 547.51
2.21x + -2.39y + 9.82z <= 244.24
0.66x + -1.63y + -7.04z <= 213.51
-9.95x + -3.04y + 8.55z <= 177.65
5.15x + 4.18y + 6.46z <= 990.77
2.95x + -1.91y + -1.06z <= 533.19
-7.07x + 6.41y + 0.17z <= 368.98
-9.19x + -9.82y + -6.16z <= 674.34
-8.0x + -0.38y + 5.74z <= 269.25
7.21x + -6.14y + -0.8z <= 657.5
9.74x + 6.76y + 6.89z <= 523.0
-5.65x + 1.31y + 9.56z <= 407.85
-4.26x + 2.68y + 5.4z <= 966.29
8.78x + -4.93y + 0.75z <= 512.37
2.72x + 0.43y + 0.89z <= 641.66
8.23x + 4.71y + -9.05z <= 225.5
-3.71x + 9.56y + -0.78z <= 469.06
7.9x + -1.35y + -9.25z <= 610.37
1.66x + 1.86y + 2.46z <= 919.63
1.48x + 6.64y + 5.74z <= 924.32
5.31x + -9.99y + -1.97z <= 523.26
-9.08x + 7.94y + 2.26z <= 211.13
7.9x + -5.35y + -4.57z <= 848.68
-8.79x + -1.61y + -6.13z <= 613.95
-4.51x + 3.49y + 9.87z <= 648.88
-0.06x + 0.28y + -4.6z <= 921.74
-8.69x + 1.19y + 7.83z <= 441.53
0.56x + -0.68y + 0.39z <= 767.09
-6.9x + -0.47y + 3.43z <= 201.58
-5.46x + 3.58y + -4.56z <= 473.93
0.48x + -7.53y + 2.69z <= 547.2
1.69x + -1.65y + 3.42z <= 841.07
2.68x + -5.33y + 9.41z <= 666.56
