max -7.62x + -0.42y + 9.44z
2.91x + -1.78y + 1.11z <= 240.39
-2.29x + -3.5y + -7.3z <= 199.81
8.99x + 2.87y + 2.71z <= 560.22
6.38x + 6.0y + 7.38z <= 365.21
-3.65x + 9.43y + 4.87z <= 571.43
1.14x + -1.8y + 3.22z <= 513.63
-5.02x + -9.2y + -1.65z <= 364.05
2.41x + -0.13y + 8.84z <= 236.89
8.58x + -8.19y + -4.69z <= 619.62
-6.18x + 8.82y + -0.47z <= 936.48
6.74x + 3.51y + -1.88z <= 344.71
6.27x + 3.81y + -1.63z <= 176.3
6.33x + -8.73y + -5.71z <= 967.77
3.53x + 6.19y + 8.23z <= 917.06
5.49x + 3.27y + 8.74z <= 733.42
3.73x + -0.3y + 1.28z <= 821.9
0.84x + 6.39y + 7.35z <= 323.49
-1.98x + 6.11y + -9.43z <= 183.11
5.59x + -7.14y + -6.17z <= 760.8
-1.63x + -1.9y + 4.34z <= 335.9
-5.38x + -4.12y + 3.99z <= 465.42
-6.67x + 0.24y + 4.36z <= 166.22
0.37x + -6.99y + 4.71z <= 944.89
-8.29x + 8.82y + -5.75z <= 529.46
1.62x + 8.52y + -0.62z <= 965.94
-1.43x + -4.4y + 2.25z <= 188.18
-4.56x + 6.04y + -8.82z <= 857.72
-1.69x + -9.49y + -3.81z <= 271.11
-1.77x + -2.4y + 4.09z <= 841.92
0.05x + -1.73y + 8.74z <= 649.57
-3.09x + -1.24y + 9.53z <= 565.02
5.53x + -9.33y + -1.0z <= 611.17
-8.92x + 5.62y + -9.08z <= 773.57
-2.5x + -1.58y + -3.46z <= 555.88
-9.78x + 7.33y + 9.0z <= 555.01
-9.82x + -4.17y + -6.2z <= 593.32
8.66x + 4.4y + 5.74z <= 138.5
-9.88x + -5.0y + -4.81z <= 835.94
4.19x + -3.89y + -8.94z <= 174.45
-3.85x + 6.13y + -3.1z <= 187.83
4.87x + 2.59y + -5.76z <= 814.47
8.41x + -9.66y + -0.74z <= 947.33
1.73x + 5.39y + 8.94z <= 457.28
5.19x + 6.31y + 8.4z <= 156.8
2.83x + -3.9y + -5.57z <= 768.33
8.34x + 9.52y + -7.75z <= 735.0
3.48x + 9.35y + 7.3z <= 689.73
1.17x + 5.82y + -2.14z <= 586.44
-9.07x + 8.46y + 3.05z <= 376.26
5.89x + -4.96y + 8.16z <= 471.44
0.08x + 0.48y + 9.3z <= 391.66
-0.87x + -1.42y + 5.72z <= 593.86
7.48x + -8.52y + -2.49z <= 890.48
1.62x + -8.95y + 2.26z <= 387.89
-1.74x + -5.47y + -3.14z <= 930.84
1.02x + -3.07y + -2.33z <= 395.11
0.17x + 8.98y + -5.84z <= 585.9
-5.53x + 2.24y + 4.02z <= 682.19
-1.57x + 0.78y + -0.97z <= 938.64
9.7x + -5.58y + 9.14z <= 517.01
-9.88x + 8.05y + 4.91z <= 472.34
-9.86x + 7.24y + -9.34z <= 204.02
4.84x + 7.13y + -4.52z <= 653.09
0.64x + 9.01y + -0.95z <= 111.57
-5.74x + 1.91y + 6.75z <= 627.7
1.25x + -8.02y + 1.19z <= 331.55
-5.27x + -9.94y + -6.88z <= 129.32
3.66x + 0.96y + -7.27z <= 797.84
-8.14x + 5.46y + 9.28z <= 594.69
-6.28x + -0.21y + -0.46z <= 791.3
-3.8x + -1.81y + 5.8z <= 100.56
8.58x + 2.54y + 9.04z <= 937.91
-6.59x + 9.8y + 0.67z <= 443.7
8.69x + -7.11y + -6.09z <= 769.94
8.94x + 3.05y + -2.69z <= 396.2
-1.21x + -8.75y + -7.17z <= 669.06
-8.26x + -5.97y + -8.76z <= 760.09
-4.24x + -0.23y + 8.99z <= 328.72
5.23x + -4.23y + -3.53z <= 671.36
9.03x + -2.06y + 6.77z <= 535.41
-0.89x + 3.52y + 2.49z <= 508.24
7.78x + -6.07y + -8.16z <= 453.26
-4.02x + -7.96y + 9.16z <= 883.13
9.52x + -9.07y + 6.9z <= 777.66
8.44x + 6.34y + 1.28z <= 483.44
-6.04x + -2.92y + -5.33z <= 256.71
-8.06x + 2.17y + -8.26z <= 624.8
1.9x + 9.31y + 7.61z <= 160.65
2.07x + -6.77y + 5.35z <= 775.71
0.07x + 8.4y + 8.69z <= 628.59
-0.32x + 5.62y + -2.06z <= 673.35
-5.19x + -7.92y + 0.26z <= 292.61
-5.21x + -6.65y + 6.39z <= 811.9
8.43x + -0.41y + -8.14z <= 717.37
-1.04x + 4.37y + -3.13z <= 982.58
-6.09x + 6.56y + 9.97z <= 974.1
-9.7x + -2.9y + -6.98z <= 525.03
0.2x + -4.52y + -4.72z <= 387.95
-5.5x + 7.28y + 6.09z <= 422.81
7.9x + 1.57y + -1.23z <= 679.11
-7.98x + -0.64y + -4.36z <= 803.02
5.29x + 7.61y + 6.8z <= 395.6
-4.63x + 6.54y + 8.9z <= 813.07
8.37x + 3.81y + 7.87z <= 888.74
0.48x + -3.9y + 5.29z <= 620.61
8.33x + -4.24y + 0.14z <= 551.15
6.37x + 4.45y + 8.82z <= 193.98
9.99x + 6.19y + 6.66z <= 621.33
-3.23x + -6.65y + -7.11z <= 436.74
8.66x + -3.69y + 2.98z <= 824.03
7.92x + -0.39y + -9.96z <= 974.03
-7.06x + 3.65y + 6.32z <= 134.51
-2.3x + 4.95y + -2.37z <= 714.21
-2.62x + -2.49y + -7.78z <= 266.06
-6.84x + -6.22y + -8.45z <= 219.67
-1.13x + -4.85y + -5.95z <= 961.78
4.49x + 6.65y + 0.29z <= 661.32
4.4x + -7.91y + 4.08z <= 387.29
-4.32x + -6.71y + 9.86z <= 761.35
0.43x + 6.71y + 4.93z <= 777.46
-6.32x + 7.09y + 1.65z <= 486.81
-2.57x + -2.54y + -9.59z <= 251.51
6.22x + 8.28y + -5.73z <= 482.76
8.03x + -9.66y + -2.96z <= 321.86
-7.14x + -7.55y + 1.65z <= 612.45
5.69x + 0.84y + -9.96z <= 399.42
-9.73x + 8.22y + -5.49z <= 525.78
-5.48x + -1.62y + -2.8z <= 110.59
6.06x + -3.71y + 3.79z <= 467.87
-0.48x + 1.79y + 0.5z <= 365.55
2.37x + 9.6y + -0.92z <= 288.01
-3.94x + -4.32y + 9.61z <= 427.01
6.62x + -1.03y + -0.58z <= 466.77
9.82x + 0.82y + 3.5z <= 930.77
5.42x + -7.4y + -8.91z <= 302.79
-2.34x + -9.6y + -4.88z <= 859.66
-5.15x + 2.34y + 0.6z <= 617.77
-1.5x + -1.99y + 5.96z <= 872.3
2.45x + 8.64y + -3.48z <= 596.05
-6.92x + 1.88y + 6.26z <= 976.8
-6.72x + -1.98y + 2.08z <= 497.91
8.13x + -4.33y + -8.45z <= 869.87
-8.17x + -5.4y + -3.76z <= 165.39
7.97x + -1.38y + -7.72z <= 823.74
-4.27x + -0.53y + -7.23z <= 312.61
-7.65x + 7.58y + 8.39z <= 872.1
6.22x + -2.41y + -4.35z <= 510.3
-8.72x + -6.56y + 6.87z <= 836.75
-7.43x + -7.52y + 6.62z <= 141.63
-9.18x + 0.02y + -7.61z <= 912.1
-7.46x + -6.57y + 3.7z <= 537.73
4.04x + -7.06y + -7.97z <= 599.19
-1.62x + 2.92y + 6.47z <= 438.33
-1.23x + -9.67y + -7.43z <= 897.18
-7.74x + 9.46y + 3.37z <= 603.53
-4.7x + 5.67y + -1.07z <= 621.32
2.86x + -5.82y + 9.0z <= 495.05
-4.85x + -3.44y + 7.84z <= 695.34
8.04x + 2.7y + 1.3z <= 152.38
1.79x + 0.22y + 6.08z <= 447.59
-9.33x + -5.94y + 1.12z <= 985.09
1.34x + -4.78y + -4.67z <= 648.08
-6.13x + 5.54y + -5.34z <= 159.39
-8.3x + 2.82y + 2.01z <= 182.18
-3.56x + 7.98y + 7.76z <= 163.3
4.26x + -4.58y + 7.91z <= 706.03
5.96x + -0.15y + 0.33z <= 749.01
-5.79x + -7.06y + -6.97z <= 254.5
4.38x + 9.94y + -8.63z <= 502.74
8.77x + -8.75y + -2.84z <= 233.13
1.28x + 8.89y + -6.15z <= 893.98
-9.57x + -0.64y + -3.49z <= 480.26
6.49x + -4.75y + -6.0z <= 531.71
2.96x + -5.86y + 7.38z <= 289.26
-9.7x + -8.33y + 6.63z <= 706.87
0.44x + 5.56y + 8.79z <= 331.02
-7.02x + 4.44y + -7.88z <= 613.36
7.35x + 3.59y + -9.09z <= 526.38
5.1x + -2.67y + -7.15z <= 194.41
-6.1x + -8.32y + 6.86z <= 118.4
8.64x + 4.18y + 9.39z <= 708.7
1.25x + -6.77y + 1.61z <= 883.48
-9.88x + -5.44y + 8.29z <= 484.88
2.33x + 2.9y + 0.75z <= 603.72
1.89x + 7.11y + -7.42z <= 723.87
-9.98x + -9.51y + 8.69z <= 156.02
2.4x + 3.75y + 7.75z <= 338.81
7.88x + -0.97y + 0.85z <= 158.58
-7.72x + 9.51y + 0.36z <= 948.71
8.73x + -0.09y + -0.6z <= 909.57
6.89x + 4.0y + 7.02z <= 831.55
-9.5x + 4.79y + 3.52z <= 847.1
8.27x + -6.67y + 4.87z <= 108.04
4.76x + 5.08y + -5.4z <= 456.51
3.74x + -9.22y + -0.7z <= 352.83
8.44x + 6.9y + -6.94z <= 505.25
5.15x + -6.6y + -2.86z <= 562.05
1.49x + 7.46y + 2.83z <= 837.69
0.92x + -3.53y + 6.61z <= 781.76
1.23x + -0.13y + -5.56z <= 260.07
-7.68x + 5.06y + 0.65z <= 907.84
2.42x + 3.72y + -5.69z <= 669.26
4.0x + -2.21y + -3.58z <= 968.94
-7.88x + 3.13y + 0.43z <= 404.69
-2.91x + 2.54y + 4.2z <= 122.38
-6.65x + 5.83y + 5.21z <= 857.57
9.56x + 2.43y + -8.09z <= 220.55
-9.68x + -3.17y + 8.18z <= 956.89
4.01x + 2.38y + 0.72z <= 169.2
5.16x + -9.48y + -6.84z <= 929.97
2.09x + -3.35y + -1.88z <= 990.04
-7.89x + 6.46y + 9.83z <= 128.12
5.82x + -6.54y + 1.75z <= 770.37
9.45x + -4.72y + 6.37z <= 764.6
-1.6x + 5.0y + -4.93z <= 921.9
8.62x + 2.94y + 5.71z <= 146.54
-2.28x + 9.06y + -6.44z <= 165.82
-5.97x + 0.82y + 5.46z <= 569.38
0.08x + -4.18y + 2.02z <= 229.27
-8.56x + 7.49y + -9.57z <= 471.72
6.41x + 7.96y + 6.84z <= 715.04
-1.97x + 9.26y + -2.75z <= 885.85
-0.16x + -0.44y + 4.65z <= 206.21
-5.03x + 3.49y + 1.63z <= 322.23
6.9x + -3.89y + 0.17z <= 725.74
0.38x + 0.92y + 9.51z <= 516.49
0.45x + 1.77y + 4.17z <= 831.52
-0.7x + -0.12y + 2.41z <= 409.81
-7.72x + 9.63y + 0.11z <= 492.89
6.75x + 3.28y + -1.96z <= 821.16
0.88x + -3.2y + -2.11z <= 636.29
2.48x + 4.73y + -9.23z <= 353.65
8.13x + 2.31y + 4.31z <= 407.33
-7.62x + 0.8y + 4.33z <= 750.57
2.96x + 8.7y + -1.62z <= 648.0
-8.04x + -4.59y + 9.58z <= 964.53
-3.99x + 4.55y + -8.86z <= 495.5
-0.04x + -2.64y + 7.13z <= 197.91
3.27x + -3.13y + -6.38z <= 166.43
-4.32x + 2.47y + -9.36z <= 275.94
9.22x + -3.02y + -7.12z <= 227.12
-4.69x + -6.63y + 0.23z <= 914.48
3.94x + 9.23y + 7.08z <= 294.43
6.16x + 0.6y + -4.86z <= 168.42
-7.92x + 1.19y + 8.12z <= 419.49
-4.24x + -4.93y + -1.87z <= 230.84
-2.29x + -3.24y + 0.5z <= 944.75
5.32x + 0.75y + -5.45z <= 795.82
-8.15x + 9.16y + 5.06z <= 240.77
-0.54x + -1.09y + 0.49z <= 574.08
-2.0x + 3.64y + -8.21z <= 224.88
6.34x + 0.32y + 9.8z <= 393.66
-2.22x + -2.67y + 0.61z <= 331.61
-8.88x + -2.58y + -5.13z <= 773.95
6.32x + 6.56y + 0.62z <= 288.31
9.47x + 7.33y + 6.36z <= 523.4
-7.5x + 4.26y + 2.04z <= 593.39
6.68x + -8.98y + -0.05z <= 389.92
0.42x + -4.37y + 0.87z <= 331.85
8.15x + 0.62y + 4.65z <= 153.36
-8.53x + -3.4y + -7.54z <= 986.45
7.97x + 2.17y + 7.76z <= 744.75
-9.24x + 6.32y + 9.63z <= 918.61
0.79x + 0.54y + 2.01z <= 662.49
-9.11x + -2.72y + -6.12z <= 512.67
0.13x + -7.72y + -5.74z <= 481.84
-4.5x + -3.88y + -8.24z <= 795.15
9.03x + 2.35y + 0.05z <= 291.01
3.86x + -3.67y + -6.54z <= 482.88
-6.89x + 7.21y + 9.44z <= 954.2
0.61x + -5.66y + 0.18z <= 983.85
1.11x + 5.14y + -3.79z <= 264.68
-9.91x + -3.98y + -1.27z <= 412.08
-6.86x + 0.13y + -4.39z <= 718.18
5.8x + 9.56y + -7.76z <= 923.86
-7.01x + 9.93y + 4.45z <= 210.52
0.66x + -5.33y + 7.43z <= 722.21
2.55x + 4.22y + -6.32z <= 210.37
1.8x + 2.29y + -8.73z <= 266.06
-7.16x + 3.56y + -0.71z <= 831.15
-4.71x + -7.68y + -3.69z <= 225.08
-4.45x + 5.64y + 4.23z <= 314.27
-3.04x + -8.89y + -2.89z <= 526.16
-4.44x + 3.32y + -4.63z <= 421.59
1.53x + -0.13y + -5.83z <= 374.69
4.78x + -9.31y + -5.93z <= 113.67
-8.23x + -1.84y + -1.69z <= 158.58
-4.75x + 0.62y + -1.41z <= 857.08
-4.26x + -1.11y + -4.44z <= 565.06
8.84x + 9.21y + -5.21z <= 721.64
-5.68x + -2.64y + 3.76z <= 660.27
6.3x + 8.27y + -9.37z <= 713.85
3.14x + -8.84y + -8.14z <= 123.28
-3.14x + 7.58y + 7.8z <= 935.43
-7.83x + 6.37y + 6.48z <= 998.58
8.43x + -3.43y + 4.25z <= 429.04
-5.05x + -1.58y + -2.61z <= 168.48
-5.29x + 0.37y + -5.57z <= 363.18
-6.65x + 8.18y + -4.65z <= 201.61
-0.42x + -2.35y + -8.85z <= 434.0
-6.64x + -5.97y + -8.71z <= 695.15
8.32x + 5.13y + -5.59z <= 250.97
0.54x + 9.36y + 2.52z <= 210.52
-7.56x + 2.46y + 6.43z <= 257.64
4.85x + 9.35y + 1.15z <= 470.8
3.01x + 1.83y + -5.2z <= 841.65
5.33x + -6.3y + -2.08z <= 226.67
5.63x + 6.89y + 0.06z <= 309.17
3.53x + 0.78y + 2.85z <= 420.14
-8.97x + -8.24y + -9.51z <= 566.08
6.23x + 4.99y + 4.53z <= 511.18
8.44x + -3.75y + 8.1z <= 890.48
-1.52x + -7.17y + 2.92z <= 974.05
-7.11x + -1.75y + -0.77z <= 795.21
1.93x + -5.03y + 3.47z <= 649.61
-7.24x + 4.9y + -2.78z <= 919.34
9.4x + 9.96y + 6.93z <= 542.51
-7.41x + 5.09y + 0.95z <= 805.9
8.44x + -4.47y + -0.33z <= 293.98
-8.37x + 9.5y + -4.4z <= 325.34
9.21x + 9.17y + 1.89z <= 710.09
0.15x + 3.69y + 1.67z <= 719.02
-2.75x + -3.26y + -3.07z <= 319.59
8.67x + 0.15y + 3.37z <= 169.56
-9.3x + -3.84y + -4.43z <= 971.33
-5.65x + -5.02y + -4.93z <= 187.55
1.07x + 7.64y + -4.65z <= 585.07
0.28x + -3.93y + 2.31z <= 493.76
-6.3x + 2.61y + 6.16z <= 790.37
3.83x + -4.54y + 9.17z <= 840.81
-0.79x + -1.4y + -9.95z <= 282.5
-0.38x + 8.93y + 2.53z <= 279.1
8.17x + -1.8y + 8.22z <= 402.88
2.76x + 8.67y + -9.12z <= 442.25
8.96x + 9.01y + 2.29z <= 359.59
3.46x + 2.22y + 7.5z <= 302.54
-3.44x + 9.25y + 6.48z <= 200.39
0.18x + -9.46y + -0.84z <= 353.25
-7.86x + 5.87y + -8.87z <= 626.41
1.97x + -7.48y + 8.4z <= 640.35
-3.08x + 8.49y + 2.64z <= 246.63
4.84x + 6.48y + -1.21z <= 917.77
8.3x + 1.05y + 9.97z <= 705.94
-2.14x + -1.61y + 5.47z <= 606.67
7.02x + 6.23y + 6.29z <= 105.26
-5.5x + -0.48y + -7.6z <= 770.04
3.52x + -2.86y + 4.54z <= 831.23
-4.25x + 0.02y + 7.01z <= 593.32
-0.26x + 1.9y + 7.82z <= 634.07
3.82x + -5.09y + -7.19z <= 635.31
-5.43x + 9.06y + 3.12z <= 249.12
2.04x + 9.43y + 0.36z <= 381.5
-6.16x + -7.1y + 6.52z <= 604.25
-1.46x + 1.43y + -8.74z <= 365.07
-8.44x + 2.83y + -3.51z <= 742.52
5.29x + 9.6y + -8.5z <= 516.81
-9.35x + -1.0y + 9.98z <= 544.3
6.16x + -9.74y + 1.47z <= 644.5
4.15x + -7.12y + -5.07z <= 166.92
0.48x + -4.79y + 3.04z <= 380.2
1.13x + -3.33y + 7.45z <= 483.94
-2.32x + -8.33y + -8.3z <= 875.16
5.74x + 0.72y + -4.44z <= 640.66
4.58x + 5.03y + 0.58z <= 651.73
-0.63x + -8.4y + 3.36z <= 356.35
5.2x + -2.6y + -4.24z <= 188.91
-2.27x + 1.73y + -5.29z <= 298.56
-4.93x + -7.83y + -9.98z <= 930.59
9.14x + -5.74y + 4.76z <= 142.43
5.61x + 7.02y + -4.65z <= 657.47
-6.13x + 3.99y + -1.36z <= 692.41
3.35x + 5.77y + 1.05z <= 633.32
5.28x + 3.03y + -7.95z <= 615.97
-3.88x + -1.85y + 8.58z <= 152.75
1.69x + 9.84y + -4.32z <= 502.77
-1.95x + -9.02y + 8.77z <= 473.12
-8.79x + -5.48y + -7.43z <= 944.2
-5.26x + 9.21y + -1.64z <= 324.29
5.01x + -3.78y + 3.67z <= 901.04
3.45x + -0.44y + -2.52z <= 782.17
-8.23x + 9.5y + 0.88z <= 844.8
9.93x + 0.65y + -0.44z <= 213.07
9.53x + 8.7y + 0.88z <= 945.52
9.39x + -0.98y + -4.43z <= 579.91
-5.17x + 0.35y + -4.78z <= 307.78
4.28x + 3.65y + 1.89z <= 425.51
9.66x + 2.33y + 8.07z <= 730.76
0.92x + -9.16y + 1.62z <= 405.01
-0.25x + 0.19y + -1.69z <= 263.79
-8.57x + -4.69y + -7.81z <= 245.28
-4.0x + -3.54y + -6.99z <= 593.49
1.71x + 9.94y + -0.77z <= 941.61
-3.8x + -1.84y + 4.16z <= 220.91
-7.39x + -9.46y + 8.61z <= 706.76
-2.74x + 8.72y + 1.05z <= 609.89
5.27x + 7.33y + 5.95z <= 534.61
3.18x + 0.36y + -0.65z <= 249.03
-9.2x + -8.0y + 3.01z <= 902.81
-3.14x + 3.19y + -9.57z <= 634.62
0.86x + -1.05y + -4.94z <= 304.32
5.54x + -8.32y + 0.32z <= 552.99
2.12x + -7.27y + 1.98z <= 516.03
6.06x + 6.96y + -3.72z <= 564.91
-1.32x + 4.93y + -5.3z <= 714.24
-3.16x + 1.84y + 1.19z <= 925.42
-7.6x + 1.72y + 9.17z <= 268.83
-2.08x + 9.69y + 9.16z <= 316.1
6.36x + -2.9y + -5.75z <= 722.54
0.19x + 9.04y + 5.62z <= 319.78
-2.92x + 0.07y + -1.37z <= 262.6
3.52x + -3.85y + -0.97z <= 748.11
-5.87x + -1.33y + -0.22z <= 377.58
-5.71x + -5.26y + 4.92z <= 483.39
-9.55x + -2.81y + -3.7z <= 717.27
-9.49x + -1.04y + -7.0z <= 622.58
-0.79x + 2.82y + -4.8z <= 107.82
6.29x + -0.41y + -7.69z <= 829.51
-4.1x + -6.86y + 9.56z <= 123.26
3.87x + 2.73y + -9.78z <= 128.93
4.28x + 9.39y + -1.18z <= 155.73
4.56x + -6.33y + 5.14z <= 252.98
7.95x + -4.83y + 7.2z <= 136.31
-5.29x + -1.74y + -4.32z <= 516.62
-5.67x + 6.27y + -6.37z <= 751.99
-1.47x + 0.63y + 0.79z <= 985.12
-7.98x + 4.22y + -1.79z <= 391.75
-8.58x + -8.44y + -5.5z <= 594.69
-1.5x + 9.6y + -3.46z <= 406.22
5.85x + -7.47y + -3.65z <= 500.16
6.45x + -5.56y + 3.68z <= 975.83
-8.02x + 9.11y + -5.37z <= 576.77
-5.2x + -5.36y + 0.45z <= 111.75
-7.41x + 1.04y + 6.77z <= 456.25
5.04x + 6.72y + -2.94z <= 693.77
7.91x + -8.57y + -6.63z <= 547.33
2.04x + 9.8y + -5.27z <= 338.58
-8.0x + -8.04y + -5.73z <= 691.77
2.32x + 7.68y + -5.14z <= 851.11
4.78x + 2.09y + 1.91z <= 597.56
1.59x + -8.57y + -4.27z <= 968.35
-6.83x + 8.3y + 8.81z <= 686.33
7.02x + -7.31y + -7.17z <= 292.22
-0.08x + 1.74y + -9.68z <= 625.33
-1.51x + 1.06y + 9.35z <= 963.53
0.54x + 5.57y + 6.39z <= 370.5
7.84x + 0.26y + -0.19z <= 645.19
4.05x + -0.51y + 5.34z <= 517.8
5.81x + -3.55y + 9.53z <= 250.47
8.54x + 1.96y + -4.08z <= 394.19
-0.3x + 9.08y + -5.02z <= 560.86
2.47x + 1.08y + 2.01z <= 565.06
7.51x + -1.76y + -0.25z <= 102.36
6.79x + -7.02y + 0.25z <= 550.47
-2.97x + 7.47y + -1.7z <= 986.92
3.61x + 8.42y + -9.76z <= 926.71
9.28x + 4.31y + 3.28z <= 728.06
8.39x + 6.53y + 6.54z <= 136.83
7.6x + 4.26y + 6.62z <= 918.47
3.67x + 4.95y + -2.32z <= 209.07
-1.3x + -0.05y + -4.14z <= 632.35
4.52x + -5.49y + 2.97z <= 980.12
-5.2x + -0.2y + -0.02z <= 417.87
-8.19x + -0.24y + -9.62z <= 882.9
9.43x + -1.61y + 2.05z <= 271.96
3.33x + 6.55y + 4.6z <= 373.47
5.41x + -2.77y + 3.72z <= 298.84
3.11x + -0.68y + 4.04z <= 615.37
2.48x + 8.66y + 1.98z <= 530.97
4.06x + -4.58y + -3.3z <= 515.7
-2.65x + 8.72y + 5.72z <= 558.85
4.95x + 0.82y + 6.76z <= 934.14
-1.75x + -5.77y + -6.94z <= 388.81
2.19x + 4.67y + 9.26z <= 560.41
9.03x + 3.18y + -1.66z <= 761.38
7.73x + -4.01y + 2.57z <= 890.93
0.95x + -9.3y + -1.36z <= 561.29
8.06x + -6.49y + -7.09z <= 275.17
-5.37x + 0.13y + 3.34z <= 718.74
-3.39x + 2.13y + -4.49z <= 621.31
4.07x + 8.32y + -5.51z <= 216.24
1.02x + -2.7y + 5.27z <= 880.46
-5.16x + -4.01y + 5.32z <= 998.0
-1.03x + 8.49y + -4.09z <= 400.82
-6.94x + 0.34y + 9.33z <= 408.61
2.89x + 6.27y + -7.77z <= 550.52
1.89x + 6.3y + -1.34z <= 227.34
-3.53x + -2.32y + -7.64z <= 670.36
-9.23x + 4.89y + -6.95z <= 558.44
5.1x + -3.18y + 6.75z <= 209.65
2.28x + -0.86y + 7.44z <= 682.97
3.63x + 9.17y + 7.28z <= 322.03
-5.76x + -9.04y + 2.07z <= 988.79
-6.6x + 3.07y + 6.7z <= 361.44
9.16x + -3.62y + 1.45z <= 639.36
-1.52x + -0.59y + 0.65z <= 665.98
-3.75x + -6.12y + -1.51z <= 221.09
9.7x + 4.44y + 3.58z <= 860.06
-7.17x + 8.71y + 8.67z <= 882.42
6.79x + -5.0y + -0.29z <= 809.89
8.61x + -3.39y + -5.96z <= 580.09
3.32x + 6.23y + -4.06z <= 807.29
-1.41x + 9.88y + -7.12z <= 635.34
-3.33x + 1.71y + 1.79z <= 704.96
-6.26x + -8.69y + -0.51z <= 598.71
9.02x + 3.2y + 8.38z <= 755.57
3.37x + 8.25y + -5.47z <= 145.01
-3.56x + 6.05y + -2.02z <= 409.36
-1.79x + 0.89y + -9.02z <= 627.74
9.12x + -5.07y + 5.61z <= 599.31
6.14x + -8.76y + -9.38z <= 832.93
-0.35x + 4.06y + -7.65z <= 355.89
1.82x + 7.41y + 7.93z <= 621.41
6.21x + -7.85y + 5.9z <= 333.66
-6.28x + -6.21y + -6.75z <= 280.49
-8.81x + -9.3y + 5.32z <= 376.61
-0.12x + -2.31y + -0.62z <= 124.97
-8.65x + 8.16y + 2.38z <= 318.54
6.76x + -7.22y + 3.31z <= 960.71
-5.05x + 2.23y + -0.17z <= 226.62
-6.06x + -2.68y + -6.59z <= 954.23
-2.38x + -3.33y + -1.17z <= 711.75
-3.4x + -4.42y + -8.89z <= 657.55
3.58x + -4.65y + 6.36z <= 423.26
-5.13x + -3.84y + -4.0z <= 489.1
-5.02x + -1.48y + 3.3z <= 916.68
-0.81x + 8.26y + 7.84z <= 981.25
0.05x + 7.78y + 8.68z <= 482.32
-5.52x + 6.11y + 5.45z <= 640.35
-8.04x + 9.04y + -5.62z <= 603.7
-6.41x + -3.94y + 1.12z <= 495.84
-4.9x + 4.47y + 6.02z <= 396.55
7.21x + -1.1y + -9.54z <= 348.47
8.74x + -3.96y + -4.04z <= 658.35
9.89x + -3.56y + 2.99z <= 199.05
-6.86x + 2.86y + -4.66z <= 261.84
-8.75x + 0.08y + 1.81z <= 386.26
-0.05x + 8.5y + 0.4z <= 116.18
-6.09x + 3.17y + -8.72z <= 267.02
6.27x + 0.12y + -3.25z <= 291.49
-9.98x + -5.65y + -4.02z <= 262.05
4.4x + -6.07y + 7.46z <= 564.95
-9.13x + -4.89y + 2.55z <= 810.25
3.06x + -9.1y + -2.83z <= 426.83
4.24x + -7.95y + -3.76z <= 958.27
-4.96x + 8.95y + -0.43z <= 340.0
-3.26x + 4.56y + -7.05z <= 121.77
-0.19x + -5.56y + 2.62z <= 493.25
4.71x + 0.04y + -9.53z <= 583.78
9.8x + -9.69y + 5.3z <= 436.15
-9.21x + 8.84y + 0.29z <= 919.93
1.42x + 5.62y + -7.79z <= 863.5
9.51x + -6.41y + 9.9z <= 236.9
1.17x + 9.36y + -3.46z <= 835.94
-5.06x + 7.55y + 8.65z <= 660.82
1.69x + -2.93y + -8.64z <= 692.79
4.81x + -2.09y + 6.24z <= 117.87
4.86x + 7.42y + 2.9z <= 721.22
-5.97x + 2.86y + -3.57z <= 144.97
-8.2x + 7.83y + 9.22z <= 537.86
0.78x + 2.05y + 0.43z <= 729.25
8.21x + -1.05y + -9.11z <= 474.71
-4.1x + 6.74y + 7.48z <= 182.59
-0.62x + 9.79y + -0.72z <= 883.68
9.83x + -9.67y + -0.46z <= 914.06
5.11x + -3.9y + -3.14z <= 902.28
-9.95x + -4.56y + -9.6z <= 803.58
-7.36x + -6.56y + 9.65z <= 762.84
4.33x + 0.95y + -8.3z <= 668.15
-9.74x + -1.51y + -4.71z <= 778.81
5.53x + 4.68y + -3.13z <= 797.84
9.34x + 6.96y + 9.16z <= 850.91
0.36x + -8.72y + 5.71z <= 660.26
9.85x + 0.09y + 5.03z <= 671.16
0.2x + -5.32y + -1.35z <= 203.43
-0.85x + -0.33y + -4.56z <= 199.09
5.67x + -8.97y + -4.18z <= 891.51
-6.29x + -5.83y + -1.52z <= 274.47
-5.25x + 8.76y + -5.3z <= 875.84
-6.53x + -6.92y + 5.37z <= 712.13
3.78x + 1.0y + -8.2z <= 541.02
7.31x + 7.22y + -6.51z <= 686.72
4.68x + 2.02y + -1.94z <= 474.81
7.68x + 4.26y + -9.22z <= 549.41
4.17x + 9.45y + -5.56z <= 425.46
9.58x + -0.42y + -0.62z <= 820.14
-9.9x + -6.93y + 2.64z <= 864.6
-2.15x + -2.54y + 2.54z <= 921.83
0.14x + 8.17y + -0.41z <= 830.88
0.5x + 8.71y + 9.32z <= 317.91
8.53x + -9.79y + 5.06z <= 187.69
-9.49x + -6.42y + 8.38z <= 666.74
-0.5x + -4.49y + 2.11z <= 253.16
-9.72x + -4.05y + -5.33z <= 511.29
3.43x + -9.6y + 2.58z <= 343.65
-0.51x + -0.15y + 8.31z <= 979.54
