max 4.95x + -4.82y + -2.61z
8.91x + -3.62y + -0.43z <= 347.25
6.3x + -1.44y + -3.1z <= 788.77
7.66x + 8.93y + 6.74z <= 815.86
8.15x + -1.93y + 5.35z <= 567.88
-3.43x + -4.42y + -7.52z <= 851.9
8.62x + 3.52y + -9.31z <= 589.0
3.15x + 1.61y + -0.89z <= 434.29
6.13x + 9.8y + -5.39z <= 799.68
-7.46x + 4.97y + -1.27z <= 211.32
4.7x + -7.03y + -3.11z <= 124.75
8.24x + -5.4y + -0.17z <= 313.65
-0.56x + -7.43y + 9.13z <= 782.45
8.92x + -7.63y + -1.76z <= 967.68
2.23x + 7.06y + 9.26z <= 981.62
9.39x + 1.62y + -6.09z <= 566.03
6.96x + 5.64y + -9.94z <= 566.14
-2.89x + -1.09y + 6.65z <= 958.14
-1.41x + 2.96y + 6.85z <= 480.12
7.65x + -5.71y + 7.07z <= 222.77
-4.49x + 8.88y + 9.01z <= 999.16
-7.7x + -2.0y + 3.58z <= 815.87
0.42x + -1.41y + 9.0z <= 487.93
9.52x + 2.63y + -2.01z <= 648.02
-5.26x + -9.62y + 4.7z <= 981.85
-6.82x + -5.61y + 4.9z <= 997.09
1.08x + 4.9y + 8.67z <= 696.29
-4.81x + -1.66y + -0.13z <= 757.21
3.85x + 6.48y + -2.55z <= 430.89
8.96x + 8.97y + 0.55z <= 980.52
-4.0x + 0.97y + -0.25z <= 204.55
2.0x + -1.82y + 9.53z <= 117.78
-8.1x + -9.71y + -7.01z <= 479.64
9.74x + -9.64y + 7.24z <= 384.56
-7.55x + -7.32y + 1.76z <= 563.52
7.92x + 2.09y + 7.54z <= 567.66
-8.69x + -3.8y + -7.57z <= 578.8
-2.6x + 1.78y + -9.07z <= 217.7
-0.39x + 0.12y + 1.88z <= 228.24
1.6x + 7.44y + -0.81z <= 874.79
-7.21x + -7.04y + -5.93z <= 968.21
-6.48x + 2.15y + -1.95z <= 199.9
7.97x + -4.25y + 9.58z <= 829.73
-1.43x + -3.45y + 7.82z <= 924.82
4.3x + 7.09y + -9.42z <= 985.61
2.41x + -1.17y + 8.77z <= 752.99
5.49x + 1.91y + -1.32z <= 763.85
-5.37x + -1.5y + 3.02z <= 242.71
-9.38x + -2.65y + -5.49z <= 649.84
4.31x + -3.54y + 9.24z <= 640.77
-1.13x + -3.82y + -1.83z <= 315.53
-3.97x + -1.51y + 3.51z <= 258.36
-0.38x + -5.01y + -8.42z <= 726.22
-8.56x + -7.77y + 6.54z <= 670.49
-5.49x + 8.08y + -8.04z <= 818.46
-2.56x + -9.73y + 1.12z <= 374.44
1.4x + -3.1y + 2.33z <= 793.36
-7.19x + -1.19y + 9.03z <= 896.72
3.91x + -9.59y + 7.4z <= 735.92
-3.1x + -2.23y + -7.59z <= 572.55
4.68x + 5.03y + 7.78z <= 739.4
9.38x + 9.28y + 9.49z <= 405.58
0.37x + 8.79y + -6.66z <= 789.78
0.85x + 3.32y + 4.11z <= 391.4
1.13x + 9.86y + 6.35z <= 854.1
-0.36x + -0.73y + -8.2z <= 429.27
-3.89x + -8.31y + -8.82z <= 858.16
4.63x + 1.32y + 0.81z <= 939.39
3.85x + -7.88y + -5.89z <= 338.48
-0.67x + -2.85y + -9.64z <= 407.86
3.77x + -6.84y + -3.32z <= 552.38
-7.63x + -7.94y + -0.39z <= 779.72
-7.01x + 6.17y + -0.27z <= 779.95
-6.35x + 4.11y + 9.65z <= 361.79
4.91x + 5.22y + -0.45z <= 685.16
-2.53x + 2.85y + -5.29z <= 913.11
8.56x + -4.74y + -4.2z <= 916.76
1.24x + 7.45y + 1.13z <= 682.54
0.7x + 2.97y + -5.27z <= 842.15
-3.14x + 5.58y + 0.98z <= 312.91
-3.75x + -8.1y + 9.51z <= 761.85
8.14x + -3.18y + -4.25z <= 169.11
-7.17x + -8.77y + -0.43z <= 579.81
-0.46x + -5.36y + -7.4z <= 377.97
1.8x + 3.28y + 6.35z <= 749.83
6.33x + 7.09y + -1.76z <= 754.79
-0.33x + 0.58y + -9.18z <= 558.35
-1.69x + -0.55y + -5.13z <= 658.62
-1.44x + -2.45y + -7.25z <= 533.99
5.2x + -7.59y + 6.4z <= 419.56
-4.83x + 3.06y + -4.17z <= 251.31
5.5x + 0.07y + 5.14z <= 780.79
-7.22x + 7.98y + -3.37z <= 147.74
2.22x + -7.81y + -5.32z <= 491.38
5.29x + 4.25y + 3.13z <= 795.01
-5.25x + -9.63y + -9.44z <= 530.02
-2.75x + -6.05y + 9.55z <= 652.2
7.74x + 9.26y + -1.05z <= 783.89
6.89x + 9.18y + 9.54z <= 842.16
-6.59x + 2.08y + -5.93z <= 760.46
-3.05x + 5.22y + -0.17z <= 126.35
-6.04x + 6.81y + 8.69z <= 370.19
-6.85x + -3.23y + 2.6z <= 947.66
-1.58x + 4.84y + -5.57z <= 971.91
-0.27x + -2.48y + -4.66z <= 585.82
6.83x + -9.07y + -2.67z <= 568.27
4.29x + -4.95y + -7.82z <= 758.17
1.29x + -0.19y + 1.56z <= 478.16
3.89x + 2.19y + -1.88z <= 509.39
-0.8x + 9.48y + -4.51z <= 397.23
3.08x + 4.85y + 9.9z <= 229.22
9.03x + -5.67y + 9.36z <= 698.08
-1.91x + 5.93y + 7.52z <= 829.58
-5.9x + 4.66y + 1.87z <= 548.69
9.27x + -6.67y + -5.23z <= 451.83
-2.94x + -1.77y + -7.95z <= 277.06
5.51x + -0.34y + 8.87z <= 428.22
7.14x + -8.27y + -1.36z <= 380.4
-3.26x + -5.07y + 7.34z <= 697.77
-9.42x + 7.4y + 2.0z <= 455.66
4.3x + 2.14y + 6.99z <= 158.82
8.04x + 6.8y + -6.6z <= 800.5
-7.41x + 1.67y + -0.31z <= 444.48
-3.79x + 3.78y + 7.96z <= 545.37
-8.87x + 3.82y + -2.6z <= 848.82
-2.99x + -0.29y + 4.65z <= 409.22
5.95x + -7.63y + 3.0z <= 988.07
-5.66x + 9.38y + 5.53z <= 474.45
7.76x + 9.32y + -7.55z <= 507.62
4.06x + -0.2y + -5.88z <= 556.94
-7.25x + -3.39y + 7.33z <= 171.59
-4.31x + -7.97y + -7.37z <= 580.43
0.31x + 5.71y + -4.51z <= 669.23
-8.69x + -1.5y + -6.99z <= 664.61
2.52x + 2.75y + 7.3z <= 997.55
-0.43x + 2.8y + 2.21z <= 319.2
-7.6x + -5.65y + 1.44z <= 109.3
-7.39x + 4.84y + -7.53z <= 875.27
6.77x + 4.92y + -2.44z <= 497.58
6.87x + -5.62y + 8.27z <= 542.19
-8.57x + -6.12y + 4.6z <= 266.06
4.82x + 6.57y + -1.99z <= 254.73
2.73x + -0.82y + 8.54z <= 415.78
-0.31x + -3.08y + -3.04z <= 385.6
-2.47x + 9.43y + -8.72z <= 751.48
-0.31x + 8.72y + -7.84z <= 977.82
8.22x + -9.88y + -0.38z <= 369.06
-1.12x + 8.93y + 1.14z <= 757.57
-0.45x + -0.02y + 5.57z <= 875.47
-7.53x + -8.84y + -0.66z <= 549.1
-5.88x + -9.64y + -8.76z <= 980.0
9.9x + 6.88y + 1.03z <= 766.05
0.05x + -2.05y + 6.62z <= 920.8
7.49x + 6.28y + -7.46z <= 213.48
-2.64x + 4.55y + 0.69z <= 595.3
4.38x + -4.03y + -1.52z <= 248.77
-5.2x + -8.43y + 4.82z <= 575.02
-9.16x + 5.45y + -0.83z <= 266.05
-9.97x + -3.89y + 0.43z <= 227.04
8.91x + -1.02y + -8.32z <= 747.87
5.63x + 6.42y + -5.8z <= 535.74
4.16x + -9.56y + 5.86z <= 241.92
-1.76x + -7.82y + 9.49z <= 783.02
-9.08x + -6.56y + 8.5z <= 295.75
-4.46x + 6.78y + 3.03z <= 140.97
2.08x + -3.83y + -5.58z <= 475.84
-6.43x + 9.47y + 5.28z <= 109.67
8.4x + -8.77y + 0.71z <= 394.4
1.48x + 4.33y + -9.81z <= 477.08
1.24x + -1.54y + -0.56z <= 215.31
4.52x + -6.28y + 2.94z <= 559.23
-4.2x + -4.91y + 8.95z <= 249.28
-0.86x + -3.32y + -9.54z <= 670.75
9.2x + -6.78y + -4.35z <= 240.27
-6.57x + 7.99y + -3.97z <= 510.23
4.33x + 5.0y + 9.82z <= 274.87
-3.05x + 8.17y + -0.85z <= 851.66
-5.71x + -0.82y + -2.11z <= 699.57
-4.93x + 2.0y + 0.26z <= 317.48
5.38x + -5.85y + 8.92z <= 894.34
-9.33x + 9.22y + -7.95z <= 253.87
-9.36x + 9.47y + 8.53z <= 444.86
9.94x + 8.75y + -2.34z <= 618.26
3.85x + 7.75y + 5.0z <= 860.34
-1.47x + 7.28y + 9.5z <= 293.32
1.93x + -0.09y + -6.34z <= 882.81
8.84x + -2.15y + -1.93z <= 144.69
-6.18x + -3.32y + 4.39z <= 711.57
6.89x + 7.37y + -7.93z <= 163.67
-4.07x + -6.95y + -0.43z <= 607.04
-4.32x + -3.85y + 7.38z <= 247.74
-2.73x + -6.23y + 6.18z <= 660.27
4.85x + -4.79y + 7.75z <= 918.01
-1.99x + -5.14y + 6.24z <= 841.73
-7.41x + 5.09y + 9.04z <= 129.38
7.89x + 8.01y + -9.13z <= 177.59
7.04x + -9.98y + 5.92z <= 792.29
9.68x + 7.1y + 0.3z <= 759.5
9.72x + -5.43y + 6.37z <= 770.63
-1.13x + -6.85y + 1.48z <= 598.88
-3.89x + 6.93y + 7.31z <= 321.72
5.7x + 1.84y + 7.22z <= 839.45
-0.54x + 7.82y + 8.25z <= 641.97
-4.64x + -0.14y + 7.55z <= 304.85
1.05x + -2.86y + -8.48z <= 260.87
3.17x + 7.83y + 8.7z <= 166.27
4.21x + 0.43y + -1.8z <= 728.54
4.45x + 1.48y + 5.13z <= 282.91
4.94x + -8.7y + -5.02z <= 744.54
2.4x + 5.0y + 5.09z <= 224.26
-8.38x + -3.78y + -7.78z <= 442.65
1.54x + -9.94y + 1.24z <= 561.51
4.97x + -5.01y + 6.22z <= 862.26
-2.04x + -1.82y + 3.05z <= 791.49
-4.31x + 7.49y + 9.58z <= 273.4
9.38x + 7.66y + -8.47z <= 371.46
3.3x + -3.25y + -7.83z <= 637.99
0.14x + -8.08y + 9.64z <= 910.74
2.58x + 2.88y + 4.71z <= 914.66
2.35x + 3.35y + -2.76z <= 169.86
-2.84x + -8.78y + -9.36z <= 844.01
6.26x + 1.27y + 4.17z <= 560.55
3.5x + -9.79y + -9.76z <= 912.61
-2.39x + 5.53y + -3.77z <= 902.25
-0.3x + -5.89y + -2.36z <= 838.79
4.86x + -1.1y + -3.52z <= 751.1
8.14x + -4.01y + 3.01z <= 888.12
-3.86x + 7.74y + 4.8z <= 393.88
-0.22x + -8.11y + 0.78z <= 947.5
9.14x + -0.49y + -2.28z <= 164.85
0.59x + -7.37y + 3.26z <= 730.46
-3.69x + -7.03y + -6.9z <= 952.27
-4.58x + 5.23y + 3.13z <= 400.92
3.0x + -8.62y + 2.32z <= 119.4
1.48x + 4.5y + -9.06z <= 192.89
-9.32x + 6.75y + 6.37z <= 246.79
-6.84x + 2.24y + 3.75z <= 162.17
7.57x + -0.3y + 7.95z <= 686.08
0.04x + 1.53y + -2.94z <= 138.59
-0.09x + -8.35y + -8.53z <= 519.02
3.01x + 3.19y + 1.97z <= 137.37
-8.48x + 3.91y + -0.3z <= 980.0
-6.6x + 2.15y + -8.86z <= 149.54
-4.82x + -2.97y + 6.92z <= 631.29
-2.49x + 9.49y + 4.15z <= 842.29
-1.75x + -7.4y + 6.9z <= 494.35
-3.67x + 2.2y + 6.12z <= 266.59
2.46x + 8.33y + 0.28z <= 516.87
6.92x + 4.81y + 1.6z <= 335.46
-8.42x + 9.03y + 1.08z <= 978.8
-1.53x + 8.34y + -4.59z <= 720.77
5.3x + 5.41y + 9.7z <= 328.25
-8.34x + 4.92y + -1.92z <= 886.0
-7.29x + 5.22y + 1.07z <= 867.79
1.02x + 8.71y + -0.08z <= 317.64
6.66x + 1.61y + -3.16z <= 383.59
-3.43x + 9.97y + 3.14z <= 413.98
-3.52x + 7.13y + -5.56z <= 592.36
9.03x + 2.78y + 6.93z <= 907.06
-3.49x + 2.58y + -5.38z <= 838.08
-2.24x + 4.2y + -5.77z <= 119.56
9.58x + -4.49y + 7.3z <= 776.84
1.81x + 8.98y + 5.68z <= 925.64
-6.72x + 5.92y + 6.07z <= 144.49
4.67x + -4.15y + 5.63z <= 634.93
3.2x + 7.05y + -9.96z <= 334.77
9.89x + -4.54y + 5.44z <= 459.78
-1.71x + 4.4y + -3.35z <= 925.4
-3.08x + 8.11y + 0.51z <= 720.2
-8.79x + 3.49y + -4.78z <= 123.32
-4.77x + -2.93y + -0.63z <= 296.58
-7.76x + -1.96y + -7.0z <= 842.46
4.26x + -9.64y + 8.03z <= 184.49
-5.46x + -9.03y + -5.79z <= 372.82
1.99x + -1.28y + -8.6z <= 921.41
0.18x + -1.69y + -3.95z <= 618.93
-8.39x + 5.91y + -7.58z <= 763.76
-7.16x + -3.7y + 0.04z <= 790.6
3.45x + 7.2y + -5.87z <= 747.13
5.62x + -9.15y + 9.35z <= 567.36
0.17x + -6.53y + 4.22z <= 949.84
9.73x + -4.99y + -8.34z <= 729.37
2.06x + 1.55y + -4.12z <= 129.18
-1.15x + 1.27y + 3.12z <= 815.64
-8.55x + -7.99y + -6.56z <= 954.75
-7.03x + -1.38y + 0.64z <= 691.78
-7.59x + -0.36y + -7.34z <= 143.57
-9.6x + 9.17y + -6.16z <= 694.27
4.07x + 7.89y + 9.97z <= 559.26
-4.14x + 5.74y + -5.45z <= 120.17
3.85x + -3.49y + 9.63z <= 170.3
5.68x + -4.91y + 4.02z <= 850.51
1.64x + -9.84y + 7.86z <= 734.12
-6.97x + 7.82y + 8.07z <= 904.05
2.75x + 4.51y + 9.45z <= 677.87
0.22x + 6.7y + -9.92z <= 516.99
0.69x + -6.67y + 6.55z <= 808.9
-8.1x + 9.13y + -5.79z <= 429.36
9.26x + 3.39y + -1.17z <= 992.9
-2.92x + 0.35y + 3.81z <= 735.93
7.74x + -6.57y + 0.68z <= 268.44
-3.63x + 4.12y + 7.81z <= 240.61
0.6x + -3.1y + -5.93z <= 148.26
-1.33x + 9.26y + -0.92z <= 305.9
9.64x + 0.93y + 1.42z <= 134.38
3.54x + 3.61y + -6.44z <= 944.25
-9.9x + 0.84y + 5.72z <= 702.6
8.34x + -6.27y + 5.7z <= 450.04
2.21x + 0.97y + 0.99z <= 312.53
3.92x + 0.72y + 4.35z <= 435.11
-6.09x + 7.52y + 0.82z <= 305.41
-3.08x + -4.56y + -2.8z <= 328.3
8.06x + -6.79y + -7.54z <= 383.73
-4.45x + -0.2y + -8.73z <= 537.99
5.26x + -7.27y + 5.2z <= 704.28
-3.74x + -5.07y + 1.74z <= 529.63
1.04x + -0.37y + -8.56z <= 390.55
-4.91x + -4.03y + 4.91z <= 391.86
0.41x + -0.08y + 4.62z <= 382.19
6.56x + -4.92y + -1.48z <= 516.49
3.56x + 3.52y + 7.54z <= 582.24
8.14x + 5.13y + -1.65z <= 889.77
1.1x + 8.74y + 0.14z <= 181.44
5.78x + 1.3y + 1.27z <= 656.12
-3.53x + -8.03y + -4.91z <= 339.38
-0.46x + 0.87y + -8.85z <= 397.9
-6.52x + -4.01y + 8.02z <= 303.34
9.26x + -7.28y + -1.69z <= 146.35
4.85x + 4.25y + -4.38z <= 163.88
2.62x + 5.64y + 4.54z <= 748.33
-9.3x + 7.78y + -5.69z <= 133.81
1.95x + -3.42y + 6.59z <= 468.3
3.14x + 9.4y + -1.47z <= 277.42
-2.24x + -8.89y + 5.93z <= 892.79
8.25x + 5.93y + -7.85z <= 222.3
9.35x + -5.83y + -2.73z <= 788.23
2.15x + -5.67y + -4.39z <= 356.11
-3.15x + -0.57y + 7.11z <= 211.71
-8.55x + -7.71y + 9.72z <= 429.91
-5.83x + -7.37y + 8.76z <= 701.91
-8.15x + -2.65y + -4.6z <= 495.35
-4.98x + 5.42y + 1.0z <= 100.96
9.74x + -3.13y + 6.75z <= 873.38
-2.52x + 3.48y + -1.52z <= 624.72
9.19x + 9.79y + 8.26z <= 949.83
2.64x + -9.76y + 9.54z <= 333.7
-6.29x + -8.74y + -1.81z <= 744.51
4.86x + -8.33y + 7.39z <= 659.12
-5.54x + 3.35y + -4.3z <= 603.0
1.38x + -8.77y + 1.56z <= 134.28
-5.25x + -3.13y + -9.29z <= 379.44
-9.42x + 3.23y + -7.22z <= 588.07
8.63x + 8.86y + -3.8z <= 762.8
0.73x + 8.63y + 8.75z <= 327.44
-6.45x + -4.15y + 4.29z <= 412.47
9.61x + 4.6y + -4.04z <= 759.77
-0.59x + 9.25y + 1.05z <= 209.49
-0.11x + 4.16y + 1.95z <= 513.37
4.66x + -5.82y + -2.63z <= 329.28
-0.66x + 5.19y + 0.53z <= 324.68
-3.52x + 6.74y + -9.91z <= 857.54
-8.04x + 4.38y + -7.08z <= 844.09
0.05x + -6.95y + 6.06z <= 294.03
-6.06x + -1.39y + 8.27z <= 228.6
1.34x + 1.07y + -4.41z <= 892.35
1.06x + -8.6y + 2.95z <= 898.36
-7.95x + 2.43y + -3.7z <= 514.19
1.25x + 0.58y + 1.15z <= 364.89
0.65x + 3.13y + 6.18z <= 588.66
6.05x + 9.35y + -2.66z <= 390.25
-9.7x + 0.35y + 7.87z <= 107.66
3.13x + 4.05y + 7.33z <= 328.3
-0.32x + -8.12y + -5.3z <= 822.03
1.06x + -6.63y + -0.46z <= 920.89
-7.84x + 2.45y + -5.91z <= 925.88
-10.0x + 0.44y + 1.86z <= 369.51
-3.13x + 9.02y + 6.16z <= 142.0
-9.44x + -6.27y + 1.94z <= 558.5
-4.81x + -8.33y + -3.67z <= 947.63
3.18x + 7.56y + -3.15z <= 908.51
-4.72x + 5.14y + 8.16z <= 839.38
-9.09x + 0.08y + -7.65z <= 257.39
-5.3x + 8.58y + 1.37z <= 423.16
0.18x + -3.19y + -5.29z <= 116.1
-1.62x + 8.74y + 8.01z <= 485.5
9.28x + 7.78y + -8.04z <= 640.0
3.87x + 7.11y + 3.36z <= 812.88
-6.53x + -0.47y + -3.81z <= 379.65
-3.69x + 9.96y + -6.43z <= 220.33
-8.05x + -8.44y + -5.89z <= 991.05
-2.75x + 6.87y + -5.4z <= 817.9
3.95x + 0.95y + 7.94z <= 310.04
-5.42x + 7.72y + -9.71z <= 265.99
-0.94x + 5.25y + 6.57z <= 497.59
8.27x + -0.97y + -8.93z <= 387.31
-6.68x + -8.97y + -3.65z <= 788.43
6.03x + 4.72y + -5.64z <= 684.33
8.23x + -4.77y + -7.93z <= 422.0
-3.88x + 1.26y + 0.62z <= 842.59
8.25x + 9.3y + 4.29z <= 241.78
-7.48x + 7.18y + 5.25z <= 822.8
-7.98x + 3.92y + 0.61z <= 802.95
-0.78x + 2.35y + -3.07z <= 433.52
5.98x + 7.76y + 0.31z <= 221.0
4.26x + -4.13y + -9.86z <= 201.95
0.3x + -1.54y + 4.87z <= 603.29
1.27x + -6.74y + -3.65z <= 733.55
5.91x + 0.17y + -5.23z <= 596.66
5.96x + 7.03y + -8.98z <= 572.41
-6.16x + 4.04y + -9.25z <= 289.99
-4.37x + -5.46y + 0.86z <= 802.89
-8.02x + -9.82y + -0.49z <= 587.57
3.51x + 9.75y + -4.04z <= 928.54
-2.12x + -2.06y + -9.02z <= 261.93
-0.02x + 5.91y + 3.21z <= 621.35
-8.4x + 2.24y + -3.2z <= 413.25
-9.39x + -5.26y + 1.74z <= 992.64
5.81x + -4.04y + -1.09z <= 980.74
4.9x + 4.23y + -2.41z <= 966.93
1.72x + -0.08y + -0.7z <= 719.94
-1.22x + -8.35y + 7.19z <= 291.94
-0.19x + -6.9y + 0.87z <= 393.67
2.98x + -4.37y + -1.36z <= 143.03
-0.75x + -4.37y + -2.44z <= 229.61
0.1x + 9.45y + 8.9z <= 328.9
6.09x + -3.57y + -1.89z <= 502.6
3.77x + -9.62y + -2.66z <= 173.44
3.08x + -1.85y + -4.65z <= 875.02
-3.87x + 3.74y + -4.03z <= 737.77
-3.05x + 0.48y + 6.77z <= 356.04
-2.56x + 4.3y + 9.87z <= 199.59
-6.29x + 1.31y + -3.57z <= 832.43
-9.03x + 6.36y + 1.64z <= 141.2
3.73x + -0.16y + 0.54z <= 778.61
-4.9x + 4.49y + 7.62z <= 456.37
6.04x + -3.21y + -8.18z <= 986.66
8.81x + 8.06y + 4.7z <= 553.57
7.96x + -0.22y + 0.96z <= 944.67
0.8x + 4.34y + 4.09z <= 519.59
4.29x + 0.58y + 3.85z <= 536.24
0.66x + 5.12y + 2.94z <= 391.46
2.31x + -7.59y + 9.15z <= 932.72
-1.18x + 0.9y + -3.72z <= 850.48
-8.03x + -3.5y + 8.46z <= 543.47
-7.66x + 1.57y + 8.01z <= 433.66
-2.92x + -9.66y + -5.25z <= 665.14
-5.64x + -0.04y + -3.57z <= 240.22
-8.18x + -0.76y + -8.24z <= 996.15
0.31x + -1.72y + 6.89z <= 434.65
2.81x + 1.79y + 6.92z <= 694.05
-5.24x + 0.9y + -6.2z <= 469.63
-0.07x + -1.03y + -7.18z <= 241.91
9.41x + 6.59y + -9.67z <= 745.31
2.58x + 2.42y + -8.48z <= 848.6
2.53x + 4.15y + 9.56z <= 357.23
7.39x + -0.13y + -4.06z <= 940.1
7.13x + 0.73y + -4.25z <= 662.87
9.17x + 0.41y + 1.52z <= 148.86
-0.71x + 4.62y + -4.33z <= 232.81
2.23x + 9.27y + 1.07z <= 190.38
7.4x + -6.44y + 9.32z <= 181.3
-0.41x + 3.42y + -8.27z <= 843.28
-3.57x + -0.03y + 3.14z <= 623.98
1.81x + 8.91y + 4.11z <= 824.11
1.22x + 0.13y + -9.01z <= 745.71
-8.94x + -5.91y + 7.47z <= 823.46
-7.7x + 1.34y + -3.5z <= 193.36
-6.33x + 2.41y + 0.55z <= 699.3
-0.43x + -8.66y + 4.22z <= 967.45
8.27x + 6.78y + -8.78z <= 883.54
4.4x + 2.08y + -5.57z <= 187.95
-9.33x + -5.5y + 4.57z <= 164.17
8.56x + -6.85y + -8.71z <= 198.85
-4.62x + 6.65y + 8.62z <= 185.76
-3.68x + 1.53y + -6.57z <= 371.97
-6.1x + 0.23y + -5.16z <= 636.45
2.89x + 9.99y + -9.16z <= 699.57
9.21x + -6.84y + -6.89z <= 698.24
5.65x + -3.71y + 6.39z <= 555.13
1.78x + -9.24y + -3.67z <= 188.49
-5.12x + -5.03y + 8.6z <= 844.87
0.67x + -8.92y + 3.21z <= 838.61
-9.37x + -0.77y + -8.17z <= 673.77
-2.07x + -3.29y + -7.97z <= 248.92
9.07x + -4.92y + 5.34z <= 574.81
9.74x + 2.46y + -9.43z <= 334.23
2.38x + 6.68y + 4.91z <= 490.2
2.7x + 8.28y + 4.47z <= 780.31
-0.73x + 7.82y + 1.5z <= 279.65
5.21x + 8.82y + 9.03z <= 935.99
2.93x + 2.23y + 0.67z <= 834.63
-5.03x + -7.17y + -1.87z <= 667.73
1.49x + 5.38y + 0.92z <= 648.97
-4.63x + -6.57y + -8.39z <= 341.11
-5.24x + -8.35y + -6.93z <= 631.22
1.89x + -6.17y + -9.91z <= 750.51
5.57x + 5.84y + -5.53z <= 438.56
-2.73x + 8.35y + 2.31z <= 748.59
9.85x + -0.55y + -9.21z <= 573.88
5.3x + 1.52y + 8.05z <= 535.73
4.04x + 7.93y + 0.28z <= 415.08
-5.14x + 2.57y + 6.97z <= 987.93
6.22x + 1.6y + -2.96z <= 419.89
2.25x + -6.91y + -1.23z <= 416.25
6.55x + 5.83y + 2.16z <= 475.36
9.1x + -1.39y + -2.38z <= 559.02
-4.26x + -5.31y + 1.89z <= 882.04
-4.33x + -1.63y + -8.87z <= 937.11
-3.11x + 7.94y + 0.35z <= 637.06
-5.1x + -5.21y + 3.15z <= 970.72
6.73x + -1.5y + 3.98z <= 786.61
-6.85x + 5.41y + 8.89z <= 743.23
7.09x + -8.72y + 6.23z <= 789.08
2.13x + 8.63y + 6.46z <= 942.19
3.03x + 1.42y + -9.2z <= 260.49
9.86x + -0.3y + 8.13z <= 753.67
-0.48x + 2.42y + 4.09z <= 522.92
-8.34x + 1.07y + -3.77z <= 101.96
0.23x + -5.0y + -2.79z <= 721.52
-2.89x + -2.67y + 1.1z <= 834.9
-2.64x + -1.22y + 3.99z <= 425.24
-0.79x + 6.46y + -5.49z <= 651.97
2.63x + 5.99y + 7.06z <= 751.38
-4.25x + 8.73y + -6.93z <= 819.21
4.94x + -3.66y + -0.9z <= 780.11
5.61x + 7.65y + -5.29z <= 426.74
-1.32x + 3.15y + -2.31z <= 781.9
-5.47x + -9.1y + -0.17z <= 182.88
-1.14x + 5.87y + 9.74z <= 116.28
8.41x + -3.3y + -9.06z <= 886.98
6.17x + 9.02y + -1.75z <= 180.53
9.15x + 1.91y + 8.42z <= 795.29
-0.58x + 1.83y + -0.41z <= 346.34
6.22x + 3.9y + -1.37z <= 191.73
-9.61x + 3.54y + -2.42z <= 775.42
4.9x + -3.48y + 3.35z <= 985.88
-9.13x + -3.43y + 5.67z <= 804.75
0.93x + 3.15y + 3.37z <= 191.34
-1.91x + 5.08y + 0.75z <= 966.73
5.87x + 6.36y + 6.78z <= 925.81
-5.08x + -6.24y + -4.52z <= 517.85
1.78x + -1.88y + 6.02z <= 816.8
1.43x + -9.31y + 8.11z <= 146.99
7.24x + -4.79y + -8.41z <= 255.76
-4.23x + 1.08y + 7.45z <= 954.21
-1.59x + -9.68y + 0.81z <= 629.32
-0.68x + 5.77y + 1.98z <= 863.77
-7.43x + -5.01y + -2.59z <= 782.55
-5.69x + -1.88y + 5.87z <= 165.23
-9.61x + -2.58y + 6.99z <= 177.49
-4.49x + -1.81y + 8.21z <= 397.82
-9.48x + -9.16y + -3.45z <= 890.56
-4.68x + 2.08y + 5.0z <= 729.47
6.01x + -1.84y + -0.53z <= 435.84
-7.0x + 5.78y + -9.65z <= 384.52
9.46x + -3.81y + -8.92z <= 163.37
2.96x + 2.02y + -8.14z <= 235.94
7.15x + 9.26y + -2.28z <= 251.2
-7.97x + -1.18y + 2.11z <= 961.84
3.44x + -5.42y + 7.22z <= 990.32
1.46x + -6.82y + -6.19z <= 163.81
-2.95x + -0.05y + -6.74z <= 294.79
2.8x + 7.47y + 4.07z <= 472.1
8.56x + 5.12y + -3.8z <= 784.34
1.56x + 0.36y + 1.3z <= 649.3
-9.78x + -5.79y + 1.37z <= 803.15
-5.98x + -4.49y + -2.21z <= 830.66
-3.62x + 3.65y + 3.87z <= 680.52
4.7x + 7.26y + 6.6z <= 664.23
-4.32x + 6.22y + 3.35z <= 981.39
9.78x + 6.61y + 4.13z <= 455.57
5.72x + 6.86y + -2.35z <= 807.08
-7.19x + 3.67y + -9.2z <= 331.5
-0.83x + 8.28y + -9.51z <= 104.5
-0.79x + 8.43y + 5.38z <= 306.57
-3.88x + -8.44y + 2.4z <= 537.25
-0.44x + -4.82y + -5.67z <= 321.48
-7.5x + -0.91y + 3.57z <= 883.23
-5.77x + 1.9y + 5.93z <= 858.32
-3.71x + -5.61y + 7.23z <= 573.07
3.52x + -5.6y + -8.56z <= 624.73
-2.39x + 4.04y + -0.63z <= 907.84
6.44x + -4.44y + -6.32z <= 984.05
4.45x + 3.42y + -9.13z <= 467.98
-7.58x + 7.22y + 7.11z <= 369.59
-8.1x + -8.92y + 6.37z <= 648.7
-4.64x + -5.49y + 6.16z <= 367.38
-9.21x + -2.07y + -6.96z <= 755.15
-1.62x + 0.85y + 5.17z <= 804.62
9.36x + -6.85y + 8.16z <= 795.32
-1.27x + 7.48y + 5.69z <= 350.91
-1.24x + 3.23y + -0.21z <= 734.81
-9.48x + -6.69y + -1.63z <= 384.57
1.47x + 6.66y + 8.51z <= 702.55
-0.74x + 9.56y + -9.63z <= 709.35
