max -9.19x + -8.95y + 2.64z
-9.92x + -1.26y + 1.6z <= 973.92
0.74x + -5.47y + 9.43z <= 110.51
-4.77x + -1.68y + -1.79z <= 923.54
6.28x + 0.92y + 4.24z <= 177.46
7.31x + 0.66y + 2.52z <= 221.58
6.15x + -3.56y + 6.68z <= 615.31
-8.57x + -5.67y + -7.52z <= 800.52
4.07x + -5.5y + 2.73z <= 234.26
-6.37x + -4.71y + -3.42z <= 823.17
-5.96x + -5.66y + -3.11z <= 390.36
-4.15x + 4.56y + -6.86z <= 899.1
-1.93x + -3.21y + -1.93z <= 152.64
4.56x + 6.04y + -8.77z <= 812.65
4.2x + -5.37y + -8.6z <= 444.64
-0.34x + 0.58y + -8.72z <= 528.8
-5.5x + 9.42y + 3.14z <= 242.81
-2.09x + -1.6y + 5.22z <= 634.94
0.06x + 5.79y + -3.16z <= 899.3
6.96x + 3.87y + 1.23z <= 862.12
-6.06x + -7.82y + -2.31z <= 526.31
-7.54x + 9.47y + -1.58z <= 637.25
0.91x + -2.9y + -9.44z <= 249.0
-0.05x + 8.7y + -3.86z <= 248.76
6.58x + 5.13y + -8.77z <= 137.74
2.45x + 3.27y + -8.9z <= 135.64
-5.86x + 5.09y + -2.76z <= 480.84
3.65x + 8.62y + -9.99z <= 260.87
-4.15x + 9.51y + 8.53z <= 520.57
3.3x + 8.25y + -7.94z <= 168.56
4.15x + -9.01y + -0.39z <= 169.85
9.01x + 6.76y + -6.45z <= 445.67
9.79x + -7.9y + 7.34z <= 990.07
-2.63x + -2.95y + -5.74z <= 667.74
-7.04x + -4.09y + 9.65z <= 386.19
5.9x + 4.65y + -1.25z <= 302.44
-7.46x + 5.43y + -6.29z <= 315.59
-0.68x + -7.77y + 8.0z <= 368.51
-5.91x + 8.93y + -7.65z <= 792.0
-1.15x + 4.73y + -8.39z <= 737.65
-5.71x + 1.12y + -1.81z <= 411.87
-8.26x + -3.23y + 2.15z <= 814.09
8.79x + -3.76y + 7.35z <= 855.07
-0.3x + -4.47y + -0.77z <= 635.91
-3.16x + 4.28y + 7.21z <= 419.49
0.37x + -0.85y + -5.71z <= 520.66
-3.94x + 9.3y + 3.14z <= 188.35
-9.33x + -9.62y + -3.03z <= 265.33
1.37x + 3.1y + -3.24z <= 736.69
4.51x + -0.72y + -9.54z <= 310.04
3.49x + 1.74y + 0.53z <= 821.96
3.17x + -5.41y + 0.36z <= 530.08
-3.56x + 0.6y + 2.53z <= 366.91
-9.54x + -6.6y + 5.04z <= 855.78
7.26x + 3.91y + 7.09z <= 834.65
-3.4x + 7.15y + -0.03z <= 579.19
-7.74x + -6.07y + 7.6z <= 864.52
1.65x + 0.01y + 1.04z <= 777.08
-8.4x + -4.56y + -5.2z <= 656.76
2.45x + 1.26y + -6.4z <= 181.25
1.54x + -5.59y + 9.98z <= 214.26
6.06x + 7.05y + -0.7z <= 600.63
-8.54x + 1.19y + 8.78z <= 229.25
2.23x + -6.48y + -0.13z <= 175.67
9.31x + 8.19y + -7.04z <= 544.76
7.77x + -4.0y + -1.72z <= 353.28
5.85x + -7.33y + 9.7z <= 116.46
-7.89x + 4.23y + 5.13z <= 493.38
6.0x + 4.81y + -0.4z <= 198.7
-1.21x + 4.1y + -3.24z <= 844.18
2.94x + -7.23y + -6.51z <= 823.56
3.33x + -6.52y + -3.02z <= 672.42
-5.26x + -0.84y + -3.94z <= 580.58
-8.67x + -3.58y + 7.1z <= 582.39
-7.02x + 5.88y + -7.67z <= 119.47
3.24x + 6.67y + 3.18z <= 493.41
-7.98x + -7.53y + 0.68z <= 916.32
-1.74x + -7.35y + -1.8z <= 411.72
6.2x + 1.59y + -0.99z <= 200.18
-1.51x + 7.32y + 6.07z <= 880.21
-7.43x + -7.73y + 8.68z <= 595.77
-2.42x + 9.94y + -8.17z <= 906.02
-3.91x + -9.53y + 2.19z <= 382.07
-3.02x + 8.21y + -6.41z <= 570.17
1.06x + -0.54y + 1.48z <= 840.0
-8.82x + -7.63y + 4.54z <= 474.84
5.35x + -5.09y + -9.27z <= 557.11
0.18x + 6.75y + -1.29z <= 675.28
1.65x + 1.96y + -6.49z <= 383.64
-9.18x + -6.07y + -1.02z <= 972.38
-7.8x + -4.17y + -0.68z <= 165.22
9.98x + -2.17y + -2.29z <= 236.24
2.04x + -4.26y + -5.82z <= 136.07
-6.51x + 3.68y + 3.22z <= 870.52
-3.73x + 4.76y + 8.43z <= 638.11
2.6x + -7.04y + -2.37z <= 757.72
-6.49x + 1.39y + -7.62z <= 370.22
4.22x + 0.64y + -0.76z <= 366.53
3.03x + -5.99y + 9.26z <= 766.54
3.96x + 3.35y + -5.48z <= 974.08
2.26x + -6.76y + -3.23z <= 376.89
2.37x + -2.92y + 5.28z <= 601.25
0.84x + -9.66y + -2.52z <= 926.22
2.8x + -5.31y + 1.7z <= 457.28
-3.6x + 5.31y + -5.64z <= 258.51
4.81x + -6.55y + -3.65z <= 717.2
4.12x + 2.11y + -8.3z <= 630.31
5.94x + -0.02y + -4.99z <= 907.39
3.33x + -9.31y + 2.47z <= 459.93
3.5x + -4.11y + -1.99z <= 577.21
-5.74x + -7.92y + -4.05z <= 610.04
-0.75x + 4.5y + -6.72z <= 355.21
-3.63x + 6.07y + 1.3z <= 367.37
4.21x + -4.08y + -3.12z <= 392.08
-4.04x + -0.97y + -8.46z <= 853.34
-6.93x + -2.26y + 5.54z <= 761.35
2.41x + 4.7y + 1.19z <= 973.46
6.53x + 0.16y + 6.35z <= 606.05
2.5x + 3.04y + 7.59z <= 381.16
-2.25x + 2.89y + -0.96z <= 330.63
0.2x + 6.59y + -0.44z <= 820.14
5.3x + -7.72y + 3.72z <= 637.53
2.66x + 2.88y + -6.31z <= 234.44
5.63x + -6.68y + 6.98z <= 929.07
-9.56x + -8.75y + -6.31z <= 146.49
4.82x + 4.19y + 2.47z <= 314.6
-5.78x + -8.89y + -4.5z <= 292.67
3.73x + 7.29y + -5.47z <= 927.1
5.34x + -2.22y + 4.78z <= 762.39
-1.46x + -4.21y + 5.61z <= 712.22
-1.0x + -8.82y + -1.75z <= 987.85
1.13x + -4.22y + -9.76z <= 820.18
-6.1x + -3.02y + 0.64z <= 678.24
5.23x + 9.82y + 1.01z <= 572.32
-2.21x + -4.01y + -4.54z <= 136.97
-3.27x + 8.66y + -2.79z <= 552.19
9.63x + -0.02y + 4.28z <= 205.28
4.47x + -0.15y + 7.8z <= 511.32
2.61x + 4.35y + -0.81z <= 652.67
-9.41x + -1.98y + 4.67z <= 749.28
-4.1x + -5.78y + 2.62z <= 577.31
5.8x + -4.91y + -6.25z <= 972.96
-4.23x + -7.9y + 4.59z <= 110.84
3.69x + -9.37y + -5.72z <= 668.08
8.7x + -3.12y + 6.8z <= 886.68
5.18x + -6.48y + 2.67z <= 234.45
5.6x + 5.29y + -0.35z <= 646.22
-8.03x + 4.19y + -6.28z <= 123.42
2.49x + -2.94y + -4.31z <= 633.74
4.66x + -7.0y + 6.95z <= 136.03
3.88x + 3.32y + 7.74z <= 955.35
-3.28x + -8.05y + 6.86z <= 788.16
-9.98x + 5.24y + 9.89z <= 234.24
4.72x + 4.14y + 0.85z <= 826.68
-4.66x + 5.77y + 9.85z <= 246.29
4.73x + 9.17y + 8.75z <= 122.22
6.4x + -7.55y + -8.74z <= 350.9
-3.78x + -2.18y + -4.26z <= 785.06
1.77x + -6.43y + -4.76z <= 142.64
1.01x + 9.82y + 5.94z <= 683.53
5.02x + 1.43y + -5.72z <= 726.65
5.78x + -7.53y + -5.33z <= 887.93
-5.26x + 7.59y + -6.36z <= 127.45
5.54x + 5.82y + 8.13z <= 311.31
-0.38x + -8.03y + 8.04z <= 297.68
-2.89x + -4.78y + 7.26z <= 476.39
-7.97x + -7.84y + 9.93z <= 965.28
6.23x + 2.26y + -8.82z <= 996.75
-8.84x + 3.68y + -7.19z <= 659.89
-3.18x + -7.83y + 5.61z <= 230.71
-4.0x + 2.89y + 5.09z <= 152.57
1.93x + -8.72y + -7.01z <= 692.42
8.13x + -0.69y + -1.34z <= 905.94
-9.99x + 8.79y + 9.58z <= 954.41
7.52x + -6.67y + 9.05z <= 501.31
4.08x + -1.3y + -1.59z <= 456.68
6.35x + 9.95y + 6.72z <= 818.4
-7.58x + -9.85y + -7.5z <= 454.58
-7.02x + -9.16y + -5.03z <= 895.48
-7.02x + 2.04y + 1.81z <= 624.11
8.16x + -9.74y + -6.16z <= 993.34
7.98x + 9.92y + 8.68z <= 380.75
-0.46x + -0.85y + -7.37z <= 717.2
-1.76x + -1.0y + 5.49z <= 569.3
-0.88x + 2.11y + -9.61z <= 980.42
5.57x + 2.33y + -7.22z <= 413.4
8.31x + 8.26y + 1.44z <= 201.89
-9.92x + 7.76y + -7.51z <= 697.91
4.31x + -0.47y + -7.54z <= 899.76
9.98x + -5.48y + -8.81z <= 226.39
-1.12x + -7.28y + 8.9z <= 828.63
0.88x + -0.36y + 6.17z <= 642.79
-2.24x + 5.87y + 3.07z <= 308.93
8.41x + 7.09y + 4.78z <= 294.89
-4.15x + -5.21y + -8.31z <= 607.15
8.38x + -6.49y + -9.32z <= 139.27
-9.33x + 7.33y + -8.06z <= 886.44
2.29x + -2.78y + 7.9z <= 739.73
-3.32x + 9.72y + 0.62z <= 836.14
5.8x + -8.97y + -5.87z <= 195.41
-0.59x + 4.5y + -8.67z <= 570.54
3.27x + 4.65y + 3.53z <= 458.54
-0.85x + -5.35y + -0.44z <= 203.21
-5.36x + 0.83y + 9.21z <= 504.34
0.34x + 3.2y + -8.91z <= 749.38
0.4x + -6.29y + 1.73z <= 986.37
-7.14x + -3.04y + -3.19z <= 366.89
-0.42x + -7.05y + 8.83z <= 492.43
-3.56x + -4.98y + -9.82z <= 297.46
5.97x + 1.05y + 4.84z <= 630.2
-7.51x + 2.84y + 3.15z <= 487.47
9.8x + -1.62y + 1.36z <= 485.77
2.92x + 4.02y + -9.46z <= 219.88
5.3x + 9.45y + 1.56z <= 863.14
-7.09x + -4.41y + 0.11z <= 405.54
7.63x + -0.81y + 7.1z <= 356.03
1.83x + 7.1y + -4.25z <= 486.31
8.33x + -5.83y + 8.56z <= 397.23
7.66x + -8.19y + -9.92z <= 753.51
-1.33x + 6.19y + -3.31z <= 276.82
2.46x + -1.6y + 7.78z <= 483.73
-9.23x + 7.67y + -4.04z <= 373.13
-2.48x + 1.67y + 1.37z <= 232.11
-1.09x + -0.7y + 7.94z <= 378.89
-5.82x + 8.61y + -3.4z <= 923.41
5.72x + -5.09y + -8.74z <= 833.61
3.48x + -1.02y + -2.77z <= 823.51
-4.57x + -3.47y + 5.7z <= 960.9
5.01x + 4.86y + 7.56z <= 797.76
5.01x + 5.12y + -1.39z <= 116.16
1.57x + -8.68y + 8.89z <= 246.08
0.75x + -0.28y + 0.14z <= 518.16
-7.51x + -1.95y + -1.87z <= 744.43
-0.92x + 9.46y + -3.54z <= 904.66
-5.29x + -8.88y + 3.5z <= 929.34
-8.82x + -0.8y + -9.03z <= 190.47
-6.01x + 1.93y + -1.43z <= 212.89
-7.12x + -4.58y + -9.87z <= 197.83
-3.56x + 7.32y + 6.59z <= 840.8
6.48x + -7.91y + -2.31z <= 885.68
0.54x + 8.99y + 0.66z <= 493.43
-4.31x + 8.54y + -6.07z <= 392.06
-5.22x + 0.87y + 1.28z <= 900.66
-1.64x + 7.25y + -4.33z <= 995.95
-7.76x + 7.21y + 2.65z <= 536.69
-6.5x + 9.56y + -9.06z <= 490.99
-3.53x + 4.64y + 3.21z <= 306.26
6.72x + 9.03y + -9.13z <= 726.91
-5.81x + 9.53y + 2.09z <= 436.48
-6.4x + 9.95y + 1.59z <= 887.53
8.5x + 5.05y + -7.39z <= 662.66
4.37x + 3.71y + -4.12z <= 135.17
-5.56x + -8.64y + -6.24z <= 133.58
-8.03x + 3.24y + -6.93z <= 616.23
-9.12x + -5.03y + 2.81z <= 416.47
-1.42x + 1.32y + 5.83z <= 819.74
7.37x + 5.1y + -4.1z <= 932.35
-3.18x + -7.51y + -2.08z <= 495.75
0.15x + 4.74y + -0.5z <= 829.77
-5.34x + -2.14y + -9.6z <= 712.91
-6.53x + -8.23y + 9.34z <= 824.44
4.15x + -5.43y + -1.69z <= 679.67
9.58x + -3.67y + -2.11z <= 906.76
3.64x + 3.35y + 5.85z <= 896.86
-9.29x + 6.03y + 4.95z <= 405.24
-3.27x + -7.72y + -9.24z <= 506.2
-6.0x + 3.32y + -8.05z <= 361.74
1.1x + 2.48y + 9.04z <= 273.8
-7.32x + -5.23y + 7.01z <= 513.09
1.01x + 2.94y + 6.6z <= 374.24
-8.25x + 9.54y + -1.56z <= 793.75
-4.17x + 0.35y + 0.78z <= 545.85
9.65x + 4.62y + 7.96z <= 958.74
0.75x + -1.8y + -9.43z <= 494.6
-5.55x + -6.9y + -2.12z <= 867.64
-2.27x + -2.36y + 8.17z <= 823.64
-5.5x + 2.29y + -8.88z <= 744.63
3.11x + 2.53y + 2.04z <= 434.53
0.98x + -2.17y + 2.15z <= 956.63
2.59x + -2.72y + -8.84z <= 172.17
1.29x + 4.8y + -9.57z <= 940.54
6.09x + -9.56y + 1.28z <= 975.6
3.1x + -0.81y + 5.13z <= 905.37
-2.59x + -3.77y + -5.25z <= 770.41
-2.08x + 6.33y + 9.16z <= 796.84
-2.44x + -7.87y + -7.36z <= 377.54
3.02x + 5.38y + 5.7z <= 727.64
-1.21x + -1.97y + -1.38z <= 810.58
0.89x + 7.83y + -0.88z <= 893.23
8.18x + -8.77y + 2.04z <= 126.38
-3.49x + -6.33y + -9.17z <= 640.01
3.08x + 6.24y + -1.57z <= 206.48
5.74x + 2.86y + -5.41z <= 419.35
2.76x + 8.2y + 8.92z <= 401.59
-8.88x + -8.75y + -2.52z <= 539.82
-0.02x + 7.67y + 8.19z <= 392.1
-5.22x + 1.74y + -4.93z <= 882.53
0.7x + -2.51y + 8.12z <= 724.03
5.54x + -4.41y + -0.56z <= 830.54
6.64x + -9.92y + -6.08z <= 881.49
6.23x + -8.82y + -8.65z <= 944.8
8.9x + 1.88y + -9.11z <= 280.28
4.93x + 5.34y + 1.59z <= 196.02
8.42x + 1.83y + 6.91z <= 955.81
7.83x + 6.86y + -4.27z <= 246.45
-9.92x + 1.13y + 6.17z <= 911.36
-0.36x + 4.85y + -8.6z <= 386.04
3.1x + -7.7y + -1.37z <= 602.43
-1.92x + 0.32y + -1.1z <= 899.57
6.64x + -6.65y + -2.32z <= 353.54
-3.29x + -8.25y + 5.77z <= 370.65
5.65x + 4.0y + 0.82z <= 543.99
7.64x + 3.3y + 3.31z <= 850.07
-7.61x + 3.13y + 1.94z <= 271.43
6.87x + 7.26y + -4.42z <= 760.07
-9.98x + 3.85y + 3.68z <= 894.8
-2.31x + 6.33y + 8.62z <= 485.96
-5.08x + -4.84y + 3.06z <= 500.3
2.46x + -7.18y + -6.22z <= 935.3
0.67x + 9.59y + 6.7z <= 567.79
-8.83x + 5.23y + -1.48z <= 116.99
-1.27x + 6.3y + 6.88z <= 158.0
5.95x + 7.9y + 8.36z <= 200.71
-7.45x + -7.75y + -5.61z <= 754.82
-0.76x + -1.62y + -4.88z <= 492.66
-6.29x + 3.9y + 4.04z <= 576.01
-2.9x + -8.46y + -4.71z <= 958.93
-5.06x + 6.11y + 8.34z <= 515.14
-2.55x + -1.92y + 5.94z <= 126.86
-1.37x + 3.49y + 8.04z <= 977.99
-6.64x + -5.71y + -5.98z <= 593.25
4.5x + 7.99y + 3.79z <= 605.05
8.08x + -5.41y + 6.41z <= 689.2
-2.75x + -5.93y + 6.39z <= 414.01
-9.74x + 2.43y + 7.59z <= 813.98
-3.97x + 0.51y + 3.12z <= 693.35
3.36x + 0.43y + -1.81z <= 414.54
3.61x + -9.64y + 6.95z <= 292.36
7.56x + 7.02y + -0.25z <= 270.8
10.0x + -8.55y + -1.29z <= 486.45
1.77x + -0.49y + 6.78z <= 913.57
3.85x + -9.48y + 3.81z <= 836.77
-0.14x + 6.14y + -1.08z <= 295.16
9.73x + 2.97y + -8.1z <= 823.15
-8.1x + 5.85y + 3.35z <= 987.35
9.5x + 9.23y + 0.77z <= 747.24
0.78x + 7.2y + -3.68z <= 226.66
5.55x + -0.73y + -0.96z <= 522.37
3.51x + 5.15y + -8.83z <= 465.31
9.1x + -9.78y + 7.68z <= 476.96
-0.68x + -5.31y + 0.07z <= 801.09
-2.59x + -6.37y + -1.28z <= 970.87
-9.46x + -2.79y + -0.03z <= 807.6
5.35x + -0.47y + 4.19z <= 692.22
1.62x + -2.02y + 9.71z <= 137.81
9.78x + 6.26y + -6.28z <= 882.41
-5.08x + -9.69y + -6.93z <= 658.2
-9.21x + 9.66y + -4.51z <= 719.82
-6.08x + -9.86y + 2.02z <= 919.63
1.61x + 1.79y + 1.21z <= 616.71
-6.77x + -3.57y + -5.16z <= 674.59
-7.69x + 1.13y + -1.56z <= 757.34
2.54x + 7.05y + -0.44z <= 356.46
7.0x + -3.63y + 6.81z <= 908.94
-2.47x + 6.56y + 4.72z <= 985.02
1.67x + 5.5y + 0.79z <= 789.32
2.83x + -8.77y + -1.29z <= 738.03
2.73x + 6.82y + 8.52z <= 933.14
2.31x + -3.91y + -6.44z <= 171.53
2.18x + 2.08y + 7.35z <= 877.56
-9.21x + -6.85y + -7.27z <= 506.46
5.71x + 8.54y + 7.73z <= 812.87
-7.46x + -0.31y + 2.04z <= 849.46
-3.71x + 1.74y + -7.0z <= 601.53
3.47x + -6.97y + 8.78z <= 519.28
7.66x + 1.32y + -5.87z <= 620.48
-9.11x + -1.26y + -2.67z <= 245.32
-5.57x + 8.87y + 5.52z <= 703.77
7.22x + 1.96y + 8.71z <= 944.96
-4.73x + 6.95y + -0.31z <= 910.22
-3.94x + -1.92y + -1.22z <= 132.95
6.56x + -1.57y + 2.2z <= 636.76
3.8x + -8.53y + 4.05z <= 387.37
-9.84x + -2.68y + -8.75z <= 771.79
8.86x + 1.7y + -5.43z <= 153.7
2.54x + 7.26y + -3.12z <= 797.68
4.43x + -1.81y + -3.94z <= 371.85
-1.81x + -0.91y + 5.86z <= 211.91
3.62x + -6.36y + 0.63z <= 980.34
4.83x + 1.76y + 0.65z <= 831.65
-2.5x + 6.31y + 2.76z <= 118.89
4.59x + -4.52y + -3.66z <= 101.75
-8.51x + 8.31y + -2.71z <= 613.74
-9.64x + -2.87y + 0.4z <= 413.6
-6.04x + 7.71y + -4.41z <= 252.43
-0.47x + -5.62y + 6.7z <= 898.69
-8.5x + -7.99y + 7.36z <= 164.06
-4.63x + 1.8y + -9.26z <= 449.05
1.56x + 8.02y + -2.64z <= 588.65
8.26x + 6.22y + -1.65z <= 733.8
-4.06x + 9.37y + 4.95z <= 847.7
6.44x + -9.62y + 1.64z <= 173.77
-9.92x + 2.05y + -9.27z <= 232.74
7.83x + 0.38y + 6.44z <= 178.14
-5.67x + 6.99y + -2.23z <= 407.85
-1.75x + -7.81y + 9.74z <= 435.68
-3.86x + 1.44y + 7.35z <= 667.04
2.76x + -2.73y + -3.84z <= 608.12
1.46x + -4.86y + 4.76z <= 407.61
3.42x + 7.0y + -3.41z <= 463.26
-9.2x + 9.03y + 8.99z <= 849.71
-0.91x + 8.58y + -9.31z <= 523.2
-2.72x + 8.03y + 9.26z <= 590.87
3.37x + 0.48y + -3.1z <= 568.37
6.84x + -5.93y + -5.37z <= 120.91
0.59x + -9.1y + -1.1z <= 564.47
6.48x + 4.51y + -6.33z <= 373.78
-8.99x + -5.89y + 9.18z <= 202.35
-0.14x + 7.83y + 9.81z <= 376.21
2.72x + -8.61y + -6.06z <= 147.26
-7.41x + 6.64y + -5.68z <= 307.88
8.85x + 4.02y + 1.99z <= 843.39
-9.77x + 8.95y + -1.14z <= 207.39
-3.5x + 1.09y + -8.56z <= 996.81
-2.31x + 7.89y + 8.43z <= 456.93
-4.21x + -4.01y + 0.05z <= 761.53
-9.51x + -7.02y + 4.5z <= 898.33
-2.17x + -2.9y + 4.03z <= 404.74
0.7x + 1.47y + 5.75z <= 903.86
-9.64x + -8.37y + -0.08z <= 692.28
-7.05x + 6.55y + -3.73z <= 478.49
4.69x + -5.37y + 7.77z <= 920.59
9.93x + -4.84y + 2.85z <= 708.91
-2.66x + 2.31y + -1.1z <= 669.56
1.37x + 6.85y + -8.23z <= 674.93
1.27x + 8.77y + -0.78z <= 424.72
8.6x + 2.4y + -9.51z <= 922.68
-5.06x + -5.46y + 4.83z <= 366.05
4.52x + -1.67y + 2.63z <= 614.75
2.63x + 0.65y + 5.22z <= 318.07
9.26x + -2.78y + -8.64z <= 694.19
3.34x + 7.08y + 9.02z <= 244.0
-7.11x + -0.32y + -8.06z <= 753.13
4.58x + -2.13y + -3.28z <= 147.34
4.4x + 4.18y + -6.93z <= 448.46
9.52x + 6.68y + -8.55z <= 908.29
5.62x + -3.31y + -2.23z <= 597.12
8.33x + 3.74y + -8.43z <= 588.41
-0.17x + 7.26y + 0.01z <= 449.28
-2.77x + 0.81y + -7.16z <= 696.92
4.76x + -6.55y + 0.01z <= 483.71
-8.85x + -9.51y + -8.41z <= 259.97
-3.54x + -2.07y + 7.54z <= 838.15
-0.07x + -5.58y + -8.47z <= 758.92
7.74x + -4.52y + 2.17z <= 261.63
6.23x + 5.62y + -9.23z <= 300.42
-5.23x + 5.51y + -4.71z <= 420.36
-6.76x + 0.81y + 4.35z <= 211.95
7.65x + 1.42y + -2.65z <= 172.47
-2.88x + -5.88y + 1.1z <= 721.05
-2.97x + 2.44y + 2.58z <= 187.93
0.45x + 0.14y + -8.01z <= 706.53
-1.95x + -0.71y + 3.1z <= 542.27
8.21x + 6.22y + 2.42z <= 551.4
3.08x + 9.68y + 1.39z <= 146.09
0.32x + 3.45y + -5.73z <= 533.68
-9.39x + 2.21y + -9.77z <= 669.28
0.49x + -2.86y + -9.6z <= 636.85
-2.09x + 2.24y + 6.47z <= 505.02
-6.01x + -2.34y + -4.24z <= 422.1
-0.12x + 3.73y + -7.04z <= 498.2
-6.94x + 1.74y + 0.93z <= 695.11
-3.82x + 6.98y + -3.8z <= 305.04
-6.69x + 4.77y + 5.36z <= 882.54
6.66x + -1.76y + -7.03z <= 948.61
4.73x + 3.98y + 8.7z <= 781.72
-2.78x + -4.2y + -4.38z <= 427.71
-8.73x + 9.36y + 9.71z <= 876.38
3.42x + -4.96y + 9.17z <= 632.99
2.73x + 5.78y + -8.41z <= 603.21
8.48x + -6.59y + 9.1z <= 138.47
8.38x + 1.34y + 2.0z <= 117.67
-8.41x + 3.92y + -3.94z <= 346.67
1.54x + -7.0y + -7.68z <= 185.36
6.46x + 3.65y + -2.41z <= 706.65
-4.52x + -1.07y + 5.49z <= 459.67
-1.77x + 7.87y + 0.49z <= 685.17
-7.9x + 1.02y + -6.93z <= 526.04
6.19x + -5.37y + 7.55z <= 940.08
-1.45x + 0.75y + -7.26z <= 704.03
-7.53x + 0.91y + -3.68z <= 384.62
-6.46x + 2.75y + -5.88z <= 203.6
-4.08x + -7.12y + 3.22z <= 595.42
-7.24x + -6.56y + -5.79z <= 982.05
-0.99x + 8.4y + -7.83z <= 783.12
-1.13x + -6.55y + -1.87z <= 505.63
5.03x + 0.87y + -5.29z <= 116.3
9.41x + -4.18y + -7.74z <= 675.45
4.08x + 0.71y + -5.15z <= 676.66
7.82x + 8.97y + 7.43z <= 151.59
-1.57x + -0.89y + 7.73z <= 693.56
9.67x + 4.82y + -3.46z <= 998.92
3.08x + -1.37y + -6.79z <= 428.38
-7.89x + -5.81y + -6.66z <= 372.38
-8.4x + -8.71y + -9.62z <= 919.9
8.2x + 7.35y + 5.5z <= 191.43
6.51x + -3.18y + -5.2z <= 318.89
-7.12x + 7.99y + 1.73z <= 147.2
4.93x + 9.47y + -5.75z <= 990.05
7.19x + 4.74y + -1.12z <= 523.28
-8.64x + 9.73y + 4.49z <= 444.01
-7.44x + 8.75y + -1.99z <= 564.98
-7.9x + -9.13y + 4.31z <= 540.2
2.13x + -1.91y + -6.44z <= 570.53
9.47x + -2.45y + 9.24z <= 447.57
7.32x + 4.2y + -9.83z <= 496.29
6.37x + 5.71y + -1.73z <= 169.95
1.68x + -8.42y + 5.61z <= 164.51
-4.94x + 7.77y + 7.21z <= 413.37
7.2x + 7.34y + -9.47z <= 594.04
-2.16x + -6.41y + -2.63z <= 728.49
-2.66x + -8.86y + -6.34z <= 780.06
-7.48x + 9.46y + 4.63z <= 586.96
2.13x + 7.15y + -5.09z <= 666.25
-1.25x + -5.15y + 9.86z <= 491.72
0.28x + 6.46y + -2.34z <= 771.9
-4.11x + -4.71y + 5.61z <= 263.71
-2.22x + 0.38y + 4.92z <= 476.46
4.09x + -2.95y + 3.19z <= 362.14
-8.76x + -5.47y + 7.59z <= 107.32
4.84x + -0.92y + -0.82z <= 467.3
-0.14x + -2.56y + -8.59z <= 944.84
-9.29x + 9.2y + -7.95z <= 212.1
-2.96x + -5.36y + -3.01z <= 143.19
9.96x + 4.33y + 9.59z <= 117.01
-7.16x + 0.83y + -8.69z <= 543.79
-0.38x + 5.69y + -4.09z <= 724.69
0.43x + 6.68y + 8.1z <= 399.15
1.92x + -0.49y + 6.86z <= 694.14
3.14x + -1.47y + -8.47z <= 279.2
4.12x + -5.55y + 9.22z <= 595.1
-2.96x + 3.64y + -8.06z <= 113.23
2.11x + -3.11y + -4.7z <= 817.95
-2.0x + 8.1y + 9.79z <= 946.59
6.58x + 8.49y + -2.99z <= 299.27
-8.16x + -3.18y + -6.43z <= 120.53
8.7x + 3.77y + 9.94z <= 503.12
4.97x + 0.97y + 9.39z <= 759.78
0.74x + -4.53y + -5.4z <= 314.7
0.43x + -2.37y + 1.73z <= 875.51
-2.02x + 1.92y + 9.08z <= 354.98
-8.11x + -0.44y + 9.12z <= 629.73
4.04x + 3.63y + 9.58z <= 653.08
0.49x + 8.02y + 2.41z <= 353.23
-6.96x + -1.36y + 2.79z <= 685.29
-0.23x + -9.76y + 2.62z <= 250.36
-1.12x + 4.85y + 8.08z <= 839.31
-2.42x + -3.65y + 7.91z <= 740.04
8.14x + -2.89y + 1.58z <= 930.17
-0.73x + -8.82y + -5.52z <= 199.55
-9.74x + 2.14y + 2.21z <= 567.97
-2.91x + 3.33y + 6.78z <= 900.21
8.66x + 8.52y + 6.58z <= 244.28
7.2x + -8.92y + -5.25z <= 999.77
-2.47x + -0.18y + 6.99z <= 487.18
-1.14x + 9.16y + -3.1z <= 167.28
4.58x + -4.82y + -1.81z <= 521.36
-8.59x + -3.42y + 7.38z <= 548.7
-0.58x + 3.45y + -1.91z <= 748.16
7.26x + 5.35y + -2.29z <= 680.53
-1.25x + -8.38y + 3.49z <= 765.8
6.12x + -4.74y + -2.09z <= 398.09
-6.71x + 3.43y + 1.76z <= 544.74
-4.98x + -6.06y + -6.67z <= 840.5
-5.52x + -4.25y + 4.58z <= 356.04
-5.62x + -4.23y + -3.08z <= 620.76
-2.65x + 9.94y + -9.23z <= 552.94
7.8x + 4.8y + -3.86z <= 767.11
8.09x + 1.49y + 4.53z <= 897.34
4.89x + -3.4y + -0.24z <= 589.38
-4.0x + -0.93y + 8.12z <= 562.87
4.93x + 6.22y + -2.53z <= 385.31
0.46x + 0.67y + 0.16z <= 366.15
2.89x + 9.93y + 6.97z <= 146.32
-1.55x + 2.47y + 7.61z <= 348.01
0.29x + 3.08y + -2.85z <= 824.51
-7.85x + 0.99y + -1.29z <= 649.56
5.24x + 3.29y + -6.93z <= 468.54
5.95x + 1.43y + -8.24z <= 961.51
3.27x + -3.9y + 5.01z <= 764.02
6.22x + -0.19y + -4.86z <= 523.39
-1.44x + -5.2y + -8.62z <= 588.75
-6.41x + 4.7y + -4.76z <= 769.18
3.52x + 1.3y + -4.38z <= 510.19
2.38x + 1.48y + -9.48z <= 576.32
-0.16x + -0.1y + -4.4z <= 850.16
