max -6.2x + -9.19y + 2.76z
-4.65x + 7.55y + 4.15z <= 306.15
-9.81x + -3.98y + 3.56z <= 361.26
7.41x + 7.2y + -6.67z <= 494.66
-7.7x + 1.56y + -3.09z <= 575.21
-4.89x + -9.01y + -9.51z <= 529.93
-8.6x + 5.97y + 4.1z <= 396.72
-3.07x + 8.98y + 2.92z <= 841.43
-0.5x + -2.14y + -3.05z <= 471.79
5.04x + 6.48y + -6.13z <= 857.62
-3.77x + 5.58y + 6.87z <= 143.42
-4.94x + -5.4y + 3.8z <= 911.47
-1.36x + 5.0y + -8.44z <= 189.92
2.84x + -4.63y + 1.72z <= 453.71
6.72x + 4.75y + 9.42z <= 221.54
3.26x + 0.62y + -7.49z <= 349.6
2.73x + -8.21y + 6.53z <= 747.71
7.85x + -2.17y + 4.74z <= 674.85
-9.1x + -0.34y + 9.9z <= 975.85
3.05x + -3.31y + -0.25z <= 221.24
-7.25x + 7.9y + -2.37z <= 457.11
-9.27x + -7.9y + 1.4z <= 944.66
3.93x + 3.61y + -1.8z <= 748.56
-2.73x + -8.86y + 9.64z <= 393.47
-1.3x + -3.54y + 7.42z <= 761.48
5.26x + -4.86y + 6.85z <= 909.81
-6.53x + -3.49y + 7.6z <= 213.54
-4.65x + 5.65y + 9.17z <= 379.82
-7.18x + 7.28y + -5.07z <= 504.47
-1.57x + -0.83y + -9.47z <= 914.97
-9.09x + 1.0y + -1.74z <= 277.35
-1.53x + 7.67y + 9.82z <= 548.44
-3.77x + -5.68y + 0.42z <= 326.0
3.15x + 5.66y + -6.68z <= 523.58
-4.93x + -6.31y + 7.47z <= 687.08
3.08x + 6.97y + -9.34z <= 252.03
4.87x + -5.41y + 7.13z <= 362.54
8.24x + -7.56y + 7.76z <= 810.41
9.9x + -6.73y + 1.74z <= 432.8
-8.53x + 5.54y + 3.8z <= 881.79
3.1x + 0.24y + 9.54z <= 880.54
-1.15x + -1.59y + 4.2z <= 352.89
5.17x + -9.08y + 0.71z <= 477.68
2.5x + -3.65y + 1.21z <= 395.42
1.51x + -7.35y + -7.8z <= 162.35
-8.96x + -2.34y + -1.69z <= 208.48
6.69x + 9.64y + 2.09z <= 284.38
3.65x + 1.37y + 8.11z <= 849.23
-9.71x + -5.49y + -9.92z <= 409.09
-3.36x + -8.75y + -3.82z <= 160.32
0.03x + -1.24y + 3.28z <= 841.39
6.01x + -9.85y + 0.43z <= 915.23
-2.3x + -8.88y + 8.86z <= 713.65
-4.83x + 4.3y + -4.66z <= 148.44
-5.05x + 4.97y + 7.37z <= 300.38
-5.66x + -0.76y + 9.52z <= 951.3
-7.47x + -1.28y + -7.11z <= 666.34
-5.68x + 5.19y + 1.1z <= 699.08
5.89x + -2.2y + 1.13z <= 611.44
0.85x + -6.19y + -6.28z <= 755.32
-6.64x + -3.49y + -6.71z <= 404.18
5.22x + 1.22y + 1.59z <= 252.3
-4.27x + 7.87y + 1.65z <= 879.09
-2.94x + -4.41y + 9.49z <= 252.32
-4.06x + -7.5y + -5.61z <= 581.57
-8.02x + 8.08y + -0.87z <= 382.1
3.38x + 2.29y + 5.93z <= 318.23
-3.14x + -7.14y + -3.77z <= 727.61
-3.68x + -4.4y + 4.16z <= 276.96
6.82x + 3.94y + -5.54z <= 415.92
5.39x + 6.05y + 4.53z <= 922.56
9.38x + -5.36y + 5.08z <= 504.43
0.33x + 3.98y + 7.26z <= 409.83
0.17x + -8.73y + -2.69z <= 762.5
6.62x + 6.48y + -2.2z <= 322.24
-3.58x + -2.95y + 9.64z <= 258.41
-7.36x + 9.03y + 3.69z <= 584.02
-5.47x + -4.66y + -0.84z <= 765.07
-7.1x + -4.05y + 0.11z <= 833.03
-4.7x + -8.64y + 7.01z <= 178.52
9.9x + 8.85y + 0.52z <= 300.9
1.88x + 2.52y + -2.58z <= 546.16
0.79x + 2.63y + -4.86z <= 529.18
8.81x + -8.12y + 6.44z <= 532.12
8.82x + 5.59y + -4.91z <= 831.91
-4.72x + -1.19y + 8.3z <= 923.36
1.75x + 7.29y + -7.1z <= 155.99
-2.42x + 4.39y + -0.36z <= 590.21
-7.73x + 0.97y + 2.07z <= 107.32
6.91x + -2.44y + 1.36z <= 986.61
-8.1x + -3.44y + 6.61z <= 117.53
-5.5x + -1.05y + -1.2z <= 577.66
-0.07x + 0.33y + 4.94z <= 995.01
-0.7x + -8.8y + -8.97z <= 902.52
9.68x + -4.2y + -9.3z <= 526.14
-7.23x + 1.93y + -5.51z <= 988.58
4.96x + 8.14y + 5.32z <= 863.14
5.36x + 0.5y + -8.02z <= 839.52
9.43x + -4.98y + -1.01z <= 379.11
0.34x + -9.45y + 3.33z <= 944.92
-9.03x + -6.09y + 7.94z <= 687.97
3.05x + -9.39y + -7.33z <= 228.08
0.8x + -6.95y + 2.41z <= 925.41
6.29x + -2.69y + -8.87z <= 124.51
-2.3x + -1.64y + -0.52z <= 855.82
0.39x + 3.59y + 3.39z <= 185.94
5.91x + -5.16y + 2.45z <= 126.13
9.11x + 6.84y + -8.0z <= 927.07
-4.79x + -7.26y + -6.0z <= 835.57
-7.08x + 1.58y + 0.76z <= 462.79
9.23x + -8.33y + -3.05z <= 849.49
-6.56x + -5.52y + 1.84z <= 919.56
4.75x + -3.23y + -5.14z <= 226.06
-5.74x + 4.71y + -1.79z <= 436.32
8.44x + 5.59y + 5.5z <= 878.6
-2.17x + 4.78y + 8.32z <= 637.57
-1.23x + 5.93y + -9.86z <= 648.1
-9.78x + -6.7y + 8.23z <= 647.48
-2.03x + -8.34y + 7.41z <= 390.91
-9.1x + 8.1y + 5.13z <= 950.75
-2.4x + -5.25y + 3.01z <= 589.62
4.61x + -7.06y + 1.26z <= 911.46
-6.87x + 3.0y + 4.6z <= 514.18
4.16x + 1.94y + -3.19z <= 340.35
-3.02x + -4.97y + 7.41z <= 548.94
3.97x + 9.03y + -8.63z <= 575.54
-8.55x + 9.86y + 4.79z <= 322.18
-7.15x + 9.27y + 6.61z <= 315.99
4.55x + -3.64y + 3.32z <= 519.72
1.95x + 9.64y + -2.87z <= 306.85
9.62x + 0.23y + 5.14z <= 531.43
1.05x + 5.8y + 5.45z <= 728.84
5.86x + -3.99y + -5.64z <= 273.31
-8.35x + -6.15y + 9.25z <= 864.83
0.11x + 5.72y + -5.37z <= 809.65
8.09x + 1.3y + -1.5z <= 862.6
1.53x + 9.66y + 5.39z <= 759.91
-7.37x + -4.6y + -6.86z <= 926.86
3.86x + 5.53y + 2.12z <= 777.86
7.18x + -5.47y + -1.22z <= 579.21
2.35x + 1.64y + -0.97z <= 704.1
0.77x + -2.47y + -1.49z <= 649.13
9.03x + -1.65y + 6.7z <= 700.56
9.93x + 9.13y + 1.67z <= 654.93
1.41x + 9.65y + -2.45z <= 201.31
2.96x + 5.58y + -1.77z <= 645.03
6.16x + 3.01y + -1.24z <= 946.62
-7.7x + -0.23y + 3.06z <= 133.35
2.31x + 3.63y + 5.73z <= 544.25
7.91x + -1.67y + -3.85z <= 954.35
-4.93x + -9.25y + -6.52z <= 583.05
-6.58x + -5.04y + -7.36z <= 767.64
7.1x + 5.84y + 0.75z <= 749.58
-3.04x + -5.0y + -0.75z <= 539.55
-4.82x + 6.73y + 1.53z <= 904.07
-4.02x + -6.91y + -4.95z <= 200.96
-6.53x + 5.06y + -9.83z <= 191.08
9.89x + -6.71y + -6.64z <= 899.2
-9.37x + -3.42y + -0.8z <= 725.99
-5.91x + -6.71y + 5.55z <= 838.64
3.71x + -8.81y + 9.17z <= 984.86
2.78x + 0.77y + 5.82z <= 782.94
-6.97x + 6.98y + -6.28z <= 506.08
2.88x + -4.75y + 1.86z <= 403.09
4.79x + 0.82y + 1.48z <= 995.7
5.05x + -4.16y + 2.97z <= 833.74
5.77x + 7.55y + -2.76z <= 638.36
-7.96x + -3.88y + 0.79z <= 136.14
-8.75x + -1.84y + 9.59z <= 722.03
-1.65x + -2.88y + 3.71z <= 419.14
6.46x + 8.75y + -8.99z <= 472.76
5.95x + 1.36y + -9.45z <= 804.84
-6.0x + -4.18y + -1.96z <= 922.38
-2.98x + -2.09y + 4.83z <= 136.84
9.58x + -0.8y + 0.58z <= 255.45
-5.02x + -0.84y + 4.8z <= 644.13
0.69x + 9.19y + 0.74z <= 518.25
-2.6x + 5.24y + 1.51z <= 844.12
-9.24x + -7.69y + 2.97z <= 788.35
3.92x + -5.62y + -1.88z <= 724.0
9.68x + -7.78y + -4.56z <= 301.29
-5.81x + 5.02y + 9.82z <= 764.59
5.25x + -7.1y + -4.95z <= 620.22
9.85x + 6.17y + -4.49z <= 920.51
-5.4x + 6.13y + 1.93z <= 539.54
8.39x + 6.34y + -3.67z <= 702.81
3.67x + -6.84y + -6.01z <= 704.19
-4.14x + -5.84y + -8.94z <= 735.3
-2.86x + -8.13y + 4.96z <= 376.51
1.31x + 3.24y + 0.84z <= 536.03
-3.62x + 8.64y + 0.36z <= 868.74
5.48x + -9.8y + -8.18z <= 860.24
-7.14x + -2.87y + -1.2z <= 604.26
2.75x + 5.29y + 5.46z <= 689.96
7.76x + -6.4y + 3.89z <= 403.07
-7.43x + -1.34y + 8.99z <= 845.86
-4.26x + -7.49y + 9.12z <= 837.67
0.32x + 3.91y + 6.5z <= 865.94
3.88x + 6.82y + 5.33z <= 138.79
-8.78x + 3.43y + 5.75z <= 659.21
-6.52x + 5.5y + -6.99z <= 648.12
-8.82x + -2.9y + 3.71z <= 349.98
-9.45x + 5.67y + 6.58z <= 598.61
4.58x + -1.68y + -5.73z <= 351.96
0.25x + 9.53y + 4.23z <= 624.73
-7.3x + 9.88y + -9.35z <= 918.44
-1.51x + 7.7y + 1.79z <= 450.53
-8.36x + 9.79y + 6.73z <= 269.28
-0.06x + -5.89y + 0.35z <= 545.89
-3.73x + -9.69y + -1.78z <= 896.38
9.36x + -9.45y + -9.88z <= 443.05
7.44x + 2.72y + 1.32z <= 394.95
6.51x + 0.71y + -4.93z <= 203.89
9.21x + 1.46y + 7.7z <= 985.48
-4.89x + 4.95y + 7.83z <= 115.11
9.08x + -5.87y + 3.13z <= 263.74
-7.35x + 1.16y + 7.54z <= 569.55
-1.59x + 0.17y + 8.18z <= 832.15
2.54x + 1.59y + 8.58z <= 744.21
1.02x + -7.12y + -3.24z <= 117.36
4.0x + 8.15y + 9.47z <= 338.01
-8.69x + 3.68y + 0.61z <= 530.04
7.84x + -0.35y + -1.86z <= 510.39
1.67x + -2.41y + 1.55z <= 263.26
0.6x + 1.31y + 7.9z <= 589.95
0.24x + -8.62y + 1.45z <= 756.05
-7.17x + 2.41y + -8.75z <= 871.31
-9.4x + -6.75y + 5.22z <= 623.68
-0.24x + 3.35y + 5.68z <= 178.25
-1.4x + -1.76y + 6.59z <= 613.71
0.43x + -8.13y + 9.4z <= 866.85
-0.11x + 8.53y + 4.95z <= 732.25
5.65x + -7.42y + 4.66z <= 393.23
-2.23x + 6.49y + 9.9z <= 201.99
-0.08x + 3.88y + -6.85z <= 612.62
-2.03x + 0.13y + -6.55z <= 112.33
3.65x + -9.89y + 4.65z <= 544.14
-0.5x + -5.65y + -5.07z <= 369.68
-7.1x + -3.9y + 1.55z <= 105.0
7.37x + 7.11y + -2.61z <= 571.16
3.23x + -1.0y + -5.44z <= 718.25
-7.72x + -2.89y + -6.69z <= 829.68
-5.6x + 4.4y + -0.48z <= 121.71
-3.44x + 2.01y + -4.14z <= 630.65
4.68x + -7.53y + 3.7z <= 193.72
-5.96x + -8.08y + 6.05z <= 725.89
9.65x + -5.04y + 4.05z <= 141.72
-2.77x + 4.46y + -9.67z <= 207.49
-6.59x + 4.58y + 3.61z <= 172.05
4.72x + -8.61y + 3.52z <= 221.83
-7.91x + -3.15y + -9.9z <= 233.07
-8.48x + -9.28y + -0.19z <= 705.89
-9.47x + 5.46y + 7.27z <= 400.94
-1.02x + 4.5y + 6.99z <= 237.85
2.88x + 6.16y + -8.36z <= 708.93
-7.33x + 9.74y + 9.63z <= 550.13
-1.55x + -6.14y + 0.02z <= 674.81
-4.79x + -3.24y + 9.57z <= 255.6
0.48x + -4.83y + 4.98z <= 832.39
-8.01x + 8.37y + -4.3z <= 586.77
6.99x + 0.2y + 2.42z <= 501.55
-5.65x + -2.75y + -1.45z <= 561.64
6.43x + -5.98y + 3.04z <= 513.9
9.84x + -3.32y + -4.48z <= 553.37
5.88x + 6.78y + 7.13z <= 118.2
4.3x + -7.16y + 7.57z <= 979.76
-2.78x + -9.16y + -4.93z <= 465.28
4.78x + 5.11y + 3.77z <= 507.02
4.63x + -1.11y + 8.17z <= 879.62
-0.92x + -8.97y + -3.03z <= 789.2
-3.86x + 5.19y + -4.0z <= 690.51
-5.19x + 9.39y + 6.02z <= 972.14
1.01x + -4.97y + 4.81z <= 357.82
-1.82x + 4.04y + -3.57z <= 246.82
4.56x + -6.99y + -3.13z <= 930.95
1.77x + -2.03y + -4.11z <= 946.52
-3.76x + 4.66y + -0.69z <= 574.28
7.77x + -2.66y + -3.8z <= 639.3
-4.0x + 3.16y + 9.16z <= 681.31
-1.28x + -8.1y + -5.78z <= 901.74
1.67x + 7.76y + 1.14z <= 281.68
-0.36x + -5.11y + 2.7z <= 502.29
2.95x + 8.03y + 2.34z <= 419.32
3.67x + -7.82y + -7.64z <= 383.26
-7.47x + 5.03y + -9.17z <= 782.54
9.74x + 3.94y + 1.06z <= 222.74
4.82x + -4.54y + 0.3z <= 221.31
7.1x + -9.91y + 3.85z <= 583.37
3.96x + -7.13y + 3.81z <= 107.6
6.9x + -1.74y + 2.05z <= 644.05
8.32x + -5.38y + 0.94z <= 220.88
1.68x + -5.31y + -3.64z <= 739.16
3.03x + 3.78y + -6.66z <= 337.09
-0.03x + -4.41y + 3.76z <= 185.46
9.63x + 8.38y + -8.62z <= 609.1
-7.6x + -5.54y + -3.74z <= 417.87
-5.85x + -7.52y + 4.75z <= 464.94
4.41x + 7.54y + 9.8z <= 766.49
-1.91x + -5.14y + -5.52z <= 667.92
-3.9x + 0.74y + 7.04z <= 290.18
-3.72x + 8.34y + 2.04z <= 534.74
3.44x + 1.15y + 1.22z <= 918.83
5.65x + -2.74y + -8.53z <= 316.88
-0.1x + -9.77y + 9.03z <= 209.63
1.45x + 7.18y + 6.66z <= 459.92
-9.35x + 2.65y + -0.51z <= 414.96
-7.8x + -0.07y + 9.95z <= 767.4
9.7x + 7.89y + -9.28z <= 613.6
-2.76x + 3.41y + 7.56z <= 113.68
4.1x + 5.89y + 9.46z <= 427.57
7.28x + -8.49y + 0.45z <= 611.99
-5.05x + 7.04y + 7.34z <= 871.77
3.69x + -5.87y + -3.04z <= 397.41
8.37x + 7.96y + 2.23z <= 312.11
-3.53x + -8.21y + -9.84z <= 854.38
6.87x + 4.01y + 8.0z <= 417.11
7.6x + 5.47y + 4.02z <= 614.2
-5.17x + 3.73y + -4.13z <= 456.03
-2.18x + -1.63y + -2.65z <= 139.72
3.57x + -3.93y + 5.63z <= 191.89
-9.48x + -9.23y + 6.78z <= 591.0
2.89x + 6.89y + -5.55z <= 818.98
9.39x + 6.42y + -7.6z <= 574.45
0.76x + 1.08y + -2.45z <= 396.49
-0.53x + 0.48y + 2.97z <= 232.05
-8.65x + -0.76y + -7.11z <= 672.32
-1.18x + -9.93y + 5.73z <= 142.06
9.99x + 3.08y + -6.01z <= 148.23
7.38x + 7.58y + -7.52z <= 233.77
9.5x + 2.95y + 6.12z <= 768.08
0.62x + -5.53y + -1.61z <= 433.58
-3.96x + 6.76y + -8.38z <= 129.2
-0.38x + -7.5y + -9.73z <= 581.19
6.26x + 3.71y + -4.45z <= 120.09
-3.08x + 2.24y + 1.15z <= 513.86
0.36x + -4.88y + -3.74z <= 163.34
-0.29x + -6.38y + -6.19z <= 785.17
8.3x + 1.86y + 7.94z <= 468.34
5.96x + 0.44y + -5.72z <= 900.85
3.1x + 6.83y + 8.63z <= 508.33
9.63x + -5.69y + 1.64z <= 673.65
3.6x + -0.22y + 4.09z <= 307.92
0.43x + 7.99y + -3.62z <= 780.36
-4.0x + -2.62y + -7.22z <= 972.95
-5.2x + -1.6y + -0.56z <= 694.94
-8.9x + 2.17y + -3.43z <= 611.61
8.57x + 4.65y + -5.58z <= 826.17
4.34x + -3.36y + -0.65z <= 645.41
-9.52x + -6.76y + 2.11z <= 500.31
-2.5x + 3.13y + 7.18z <= 846.83
6.89x + 6.68y + 7.68z <= 890.96
-4.48x + 4.36y + 5.42z <= 892.37
2.03x + 6.53y + -5.47z <= 558.97
4.92x + -1.38y + 3.83z <= 808.93
4.52x + -9.34y + -6.76z <= 727.72
8.99x + -9.79y + -1.37z <= 601.74
7.94x + -3.22y + -3.05z <= 457.1
-9.46x + 8.36y + 3.07z <= 861.91
-3.4x + -9.81y + -7.0z <= 681.85
5.44x + -6.03y + 0.05z <= 192.18
6.78x + 8.46y + 8.36z <= 384.2
-3.23x + -1.63y + 2.41z <= 748.66
-5.42x + -8.71y + -2.44z <= 139.14
3.09x + 8.07y + 6.13z <= 901.76
-5.5x + -2.59y + -1.2z <= 417.85
-6.75x + -2.5y + 2.58z <= 497.39
-1.14x + 8.98y + -4.0z <= 140.19
-8.1x + -4.59y + 5.01z <= 217.26
-8.22x + 3.44y + 9.51z <= 557.6
-7.18x + -5.24y + 4.91z <= 779.1
-2.33x + 1.79y + 6.1z <= 267.32
2.86x + -9.22y + -4.83z <= 736.22
0.95x + 5.53y + 1.23z <= 853.85
-6.09x + 0.37y + 5.67z <= 726.98
-4.34x + 3.88y + -1.76z <= 593.09
8.45x + 5.57y + -9.13z <= 463.4
6.43x + -3.45y + 5.76z <= 923.26
8.99x + 6.21y + 1.8z <= 157.24
-9.09x + 6.28y + -7.47z <= 779.98
6.82x + -7.04y + 7.87z <= 197.86
-4.86x + 1.06y + -3.98z <= 966.4
-4.39x + -6.02y + -7.75z <= 537.49
-7.68x + 2.74y + -7.4z <= 467.95
-3.95x + -1.1y + -1.95z <= 231.51
-0.5x + -9.18y + 5.67z <= 749.45
7.12x + -5.74y + -4.84z <= 307.6
-3.8x + -4.66y + 4.42z <= 615.78
-0.17x + 3.93y + 4.24z <= 304.53
-5.77x + 4.09y + 6.47z <= 782.74
0.45x + -8.63y + -9.07z <= 184.71
-1.83x + -9.22y + -2.09z <= 257.65
-4.68x + 3.83y + 7.15z <= 406.7
-5.51x + -2.98y + 8.77z <= 466.71
8.03x + 3.89y + 2.58z <= 127.04
-8.02x + 8.8y + -6.03z <= 308.64
4.31x + 9.76y + -1.05z <= 212.08
8.32x + -8.37y + 8.63z <= 297.24
8.18x + -4.17y + -1.25z <= 531.3
-4.42x + -5.18y + -9.68z <= 454.02
-3.22x + 9.03y + -2.15z <= 843.73
9.92x + 3.52y + 2.23z <= 363.09
6.87x + 7.82y + -0.6z <= 279.04
3.69x + 5.49y + 2.27z <= 729.25
0.73x + 5.09y + -3.97z <= 308.54
-3.22x + -4.03y + -2.16z <= 667.07
-9.67x + 8.14y + 1.11z <= 522.64
3.41x + -2.1y + 0.06z <= 142.01
3.65x + -6.5y + -4.33z <= 411.63
-8.22x + -0.98y + -0.05z <= 460.76
-0.14x + -8.96y + -0.11z <= 453.65
-7.59x + -2.17y + 4.9z <= 533.81
-6.92x + -2.21y + 3.53z <= 266.89
1.16x + -3.5y + -0.49z <= 495.57
4.69x + -0.54y + -6.96z <= 486.31
6.18x + -8.91y + 5.05z <= 538.94
5.65x + -7.96y + 3.03z <= 156.13
4.12x + 2.73y + -6.93z <= 997.15
8.71x + 5.81y + -2.49z <= 743.88
6.92x + -6.72y + -0.05z <= 703.45
4.96x + -7.45y + -9.05z <= 783.44
7.72x + 5.79y + 6.08z <= 171.4
-4.18x + 6.21y + -1.5z <= 390.16
6.49x + 9.61y + -1.74z <= 950.84
8.11x + -0.11y + -8.48z <= 347.28
7.71x + -4.13y + 0.79z <= 417.79
3.88x + -7.75y + -8.8z <= 855.47
-2.61x + 4.4y + -7.82z <= 120.69
-2.18x + 6.69y + -7.63z <= 453.06
-3.65x + -7.15y + -9.98z <= 385.95
1.33x + -5.51y + -2.24z <= 852.01
-9.63x + 8.46y + 5.09z <= 868.92
-4.89x + -0.39y + -7.88z <= 637.77
-1.28x + -5.91y + -0.02z <= 103.76
0.21x + -9.02y + -3.41z <= 560.92
-2.66x + 2.07y + -9.35z <= 125.02
0.04x + 8.67y + -2.32z <= 418.94
8.5x + 1.57y + 6.9z <= 271.66
9.44x + -0.53y + 0.32z <= 798.4
2.21x + -8.3y + -2.91z <= 608.81
8.91x + 4.35y + -0.69z <= 476.66
2.91x + 9.07y + 7.61z <= 277.22
2.11x + -5.44y + 5.92z <= 169.22
-7.48x + -9.12y + 1.39z <= 171.04
-0.42x + -5.03y + -7.0z <= 809.65
9.26x + 4.91y + 2.08z <= 527.55
0.36x + 6.77y + 1.24z <= 862.12
-9.31x + -5.92y + 1.63z <= 499.05
9.73x + -7.62y + 2.26z <= 736.89
7.81x + 4.15y + 5.76z <= 168.01
-6.38x + 4.42y + 2.78z <= 784.16
-0.72x + -6.75y + -6.71z <= 683.5
-2.74x + -8.34y + 4.96z <= 376.92
9.99x + 7.67y + 0.36z <= 653.91
0.7x + 5.46y + 7.49z <= 311.46
-9.62x + 7.71y + 8.19z <= 605.02
-7.24x + 2.48y + -4.58z <= 439.81
-1.72x + 4.67y + -7.49z <= 527.64
0.84x + 4.04y + 0.72z <= 700.35
-2.4x + -4.18y + -4.84z <= 466.33
-1.59x + 5.65y + 4.33z <= 102.86
9.99x + -2.51y + 8.83z <= 451.73
-6.6x + 2.02y + 3.82z <= 407.6
-3.08x + -9.86y + 6.56z <= 435.52
-2.34x + -3.41y + -7.72z <= 819.25
-6.89x + -3.19y + -1.3z <= 321.3
-8.16x + -6.92y + 7.41z <= 498.33
7.18x + 4.85y + -3.25z <= 402.48
-4.4x + -8.74y + 9.65z <= 859.07
-5.87x + -1.47y + 2.88z <= 944.22
-1.05x + 9.45y + -4.53z <= 364.21
-1.01x + 2.95y + -1.19z <= 589.35
2.51x + 9.09y + 0.95z <= 141.34
-3.44x + -3.04y + -8.39z <= 874.4
1.33x + -5.23y + -5.5z <= 764.35
8.32x + -8.06y + -1.4z <= 947.22
8.25x + 3.78y + -6.14z <= 924.71
-7.18x + -3.31y + -1.55z <= 128.09
8.24x + -1.03y + -6.67z <= 804.35
2.68x + 0.54y + -2.08z <= 515.74
4.94x + -5.91y + 9.1z <= 526.02
-0.42x + 9.61y + -3.71z <= 907.14
-0.36x + 7.32y + -1.72z <= 354.08
0.35x + 8.81y + 9.43z <= 577.72
5.92x + 5.61y + -8.47z <= 983.38
1.47x + 0.96y + -8.6z <= 927.73
-9.02x + 9.07y + -8.64z <= 494.52
1.35x + -1.85y + -2.85z <= 242.05
5.08x + 2.3y + 2.82z <= 893.33
-8.27x + 4.61y + -5.08z <= 949.57
-2.76x + -8.35y + -8.68z <= 576.37
-2.84x + 8.85y + 3.13z <= 950.65
-9.2x + -9.74y + 1.92z <= 413.71
1.1x + 2.19y + -9.32z <= 138.92
-8.53x + -4.66y + -0.79z <= 310.74
2.43x + 2.45y + -2.88z <= 879.74
4.17x + 3.15y + -6.52z <= 449.08
-8.08x + -1.82y + 3.84z <= 718.28
0.65x + 2.95y + -5.88z <= 737.79
7.25x + 7.88y + 7.64z <= 630.67
-9.94x + -8.88y + -1.26z <= 729.01
9.48x + 5.87y + 0.24z <= 923.07
2.32x + 4.42y + -5.21z <= 147.48
6.39x + -7.25y + -8.86z <= 449.84
6.49x + 3.37y + -5.55z <= 755.05
-0.46x + -8.08y + 6.68z <= 660.74
-5.53x + 2.51y + 7.29z <= 306.62
-3.38x + -6.3y + -5.17z <= 368.6
-8.85x + -9.52y + 9.88z <= 638.16
-4.66x + -9.12y + -9.97z <= 627.31
-5.18x + 8.77y + -6.39z <= 170.0
7.98x + 5.89y + -7.5z <= 733.05
8.62x + 9.76y + -6.24z <= 563.56
-0.51x + -3.81y + 9.85z <= 370.2
-4.4x + 4.18y + 3.02z <= 547.7
-9.68x + 7.92y + -3.43z <= 183.53
6.07x + -3.72y + -8.18z <= 408.6
1.0x + 1.29y + -2.94z <= 645.47
0.88x + -4.47y + 7.86z <= 564.83
-2.9x + 2.08y + -1.97z <= 299.12
-1.49x + -4.77y + 7.71z <= 771.33
-7.35x + -4.68y + -1.3z <= 231.95
0.62x + 0.8y + -3.66z <= 667.58
8.46x + -8.23y + 1.6z <= 172.78
8.9x + 0.86y + 1.46z <= 362.61
-9.2x + -6.78y + -3.96z <= 939.98
-5.39x + -4.84y + -9.56z <= 857.34
4.12x + -2.21y + -3.46z <= 729.67
-6.68x + 0.52y + 3.93z <= 885.39
-0.76x + 0.77y + 4.47z <= 561.06
-5.38x + -4.78y + 4.65z <= 108.19
-5.12x + 6.21y + 1.24z <= 429.09
-1.8x + -1.5y + 8.83z <= 818.33
7.18x + -0.59y + 0.94z <= 692.66
2.16x + -6.46y + -1.7z <= 598.99
1.4x + -5.38y + 5.69z <= 151.44
1.16x + 9.05y + 7.6z <= 352.18
5.91x + 9.02y + -0.49z <= 884.62
5.98x + 2.35y + -3.43z <= 428.07
-5.15x + 1.05y + 7.87z <= 565.36
0.39x + 3.39y + 0.57z <= 188.12
1.92x + -6.46y + 3.32z <= 909.01
0.29x + 3.18y + 1.58z <= 638.12
-1.35x + -6.65y + 6.22z <= 240.26
9.75x + -2.45y + 4.09z <= 362.56
8.97x + -8.87y + 7.2z <= 828.33
-5.94x + -5.31y + 9.43z <= 664.01
-5.02x + -3.96y + -8.26z <= 245.18
-4.8x + -6.5y + 5.9z <= 679.78
3.82x + 7.38y + 1.54z <= 256.64
2.22x + 2.83y + 7.74z <= 808.68
-8.07x + 1.42y + -8.65z <= 709.56
5.23x + 2.63y + -0.15z <= 606.32
-9.55x + 7.98y + -9.92z <= 238.09
9.37x + 0.96y + -8.27z <= 224.77
-9.36x + 4.34y + -1.89z <= 894.86
1.03x + 7.03y + -9.48z <= 690.04
-6.18x + 6.22y + -9.06z <= 840.02
-8.5x + -6.0y + 1.23z <= 350.57
9.39x + 4.51y + 2.58z <= 317.93
-1.03x + 6.92y + -3.54z <= 224.08
-0.39x + 4.91y + 1.18z <= 572.92
-4.57x + 4.41y + -7.04z <= 968.14
-6.12x + -6.66y + -2.77z <= 519.62
-4.5x + 4.82y + 3.92z <= 257.95
-9.25x + 8.86y + -7.24z <= 661.17
-5.13x + -6.45y + -2.96z <= 243.59
-5.5x + -3.81y + 1.94z <= 777.17
2.88x + -0.16y + 4.58z <= 575.04
-2.54x + 1.02y + -9.16z <= 105.73
4.98x + 5.16y + 4.74z <= 995.22
0.76x + 9.98y + -5.74z <= 545.72
-1.59x + 6.3y + 8.95z <= 878.35
1.59x + -4.05y + 8.32z <= 587.45
2.02x + 8.64y + 7.24z <= 582.42
-2.48x + 5.03y + 7.82z <= 448.85
3.79x + -3.84y + -0.14z <= 240.68
-7.01x + -7.78y + -9.5z <= 662.8
-3.36x + -9.22y + -4.09z <= 259.74
0.48x + -0.91y + 5.95z <= 370.79
-3.0x + -9.82y + -7.57z <= 409.02
-1.72x + -9.88y + -5.92z <= 878.19
-6.54x + 0.73y + 7.4z <= 696.4
-9.87x + -6.72y + 4.22z <= 545.84
9.86x + 2.76y + 4.32z <= 128.8
-2.0x + 9.7y + -4.48z <= 137.98
-8.52x + -8.54y + 7.39z <= 231.35
-5.39x + 8.16y + -8.34z <= 149.94
3.02x + -1.76y + -1.13z <= 526.51
-6.82x + 6.22y + 7.45z <= 985.93
-8.79x + 9.07y + 9.02z <= 299.09
-4.88x + -8.17y + 3.6z <= 231.69
3.7x + -2.61y + 9.57z <= 999.06
-6.36x + 5.83y + 2.01z <= 780.56
1.65x + -2.11y + -3.24z <= 534.13
9.62x + 1.75y + -5.28z <= 524.86
