max -8.87x + -2.53y + 1.18z
8.38x + -5.23y + 6.56z <= 403.73
-4.94x + -6.1y + -0.96z <= 772.08
-0.74x + 6.95y + -1.2z <= 666.04
4.64x + -8.74y + -1.4z <= 381.63
0.69x + -1.46y + -3.25z <= 584.27
-4.37x + -6.87y + 9.9z <= 692.01
8.47x + -1.33y + -2.83z <= 641.73
8.29x + -2.83y + -1.34z <= 294.13
5.44x + -0.65y + -8.14z <= 836.25
-1.83x + -7.61y + 4.07z <= 208.0
9.02x + 5.92y + -7.43z <= 976.77
-1.54x + -3.6y + -0.57z <= 947.47
6.47x + 3.36y + 8.83z <= 948.63
4.42x + -2.06y + -2.09z <= 555.99
-8.01x + 8.62y + -4.54z <= 378.77
-1.77x + -2.1y + 1.62z <= 582.59
4.71x + 0.62y + -2.02z <= 456.96
8.37x + 8.53y + 4.45z <= 208.25
6.9x + 8.85y + -2.4z <= 822.39
6.22x + 3.52y + -8.21z <= 503.36
-0.46x + 1.08y + 1.0z <= 948.48
-5.08x + -2.17y + -1.2z <= 795.3
2.34x + -2.31y + -5.25z <= 547.6
-5.78x + 8.21y + 1.93z <= 791.6
7.27x + 1.06y + -8.13z <= 957.44
6.37x + -6.8y + 1.92z <= 539.7
1.89x + -7.04y + 1.64z <= 285.17
-1.81x + 9.15y + -0.1z <= 282.29
1.77x + -2.84y + 0.85z <= 122.96
9.12x + 7.11y + -4.24z <= 789.33
-0.05x + 6.04y + 3.18z <= 150.21
2.95x + -6.34y + -9.69z <= 252.19
8.0x + -7.86y + 1.7z <= 500.26
9.56x + -1.87y + 6.63z <= 592.57
-5.67x + 6.56y + -8.73z <= 814.56
5.28x + -2.23y + 9.18z <= 811.52
7.53x + -6.09y + 10.0z <= 503.54
-5.92x + -2.37y + 1.74z <= 215.08
6.54x + -4.26y + 9.88z <= 126.09
8.14x + 3.92y + 0.74z <= 399.94
-1.75x + -4.92y + 9.36z <= 923.56
4.38x + -8.63y + -4.01z <= 126.67
-9.47x + 7.45y + -2.17z <= 437.6
1.13x + -1.38y + 3.9z <= 263.7
6.3x + 0.08y + -8.25z <= 689.88
-0.21x + 7.2y + 1.73z <= 582.18
7.0x + -8.13y + 1.76z <= 190.38
-8.55x + -3.63y + -7.46z <= 182.8
-6.79x + 5.04y + -2.66z <= 680.46
2.85x + -8.19y + 7.92z <= 767.99
8.87x + 3.02y + -9.11z <= 984.46
-5.74x + 3.71y + -9.5z <= 474.9
5.9x + 6.47y + -2.24z <= 906.26
2.81x + -8.79y + 8.46z <= 955.25
-1.15x + -4.81y + 2.86z <= 948.8
-7.32x + -7.71y + -1.84z <= 601.42
-5.07x + -1.66y + -6.79z <= 398.58
4.29x + -4.03y + 2.16z <= 492.02
6.61x + -1.77y + -1.13z <= 482.26
0.25x + 7.72y + -8.87z <= 362.08
6.3x + 3.75y + 8.0z <= 212.47
9.77x + 1.43y + 2.69z <= 676.29
7.21x + -0.57y + -2.09z <= 186.67
-5.57x + -5.36y + 6.91z <= 624.43
-6.22x + -1.74y + -5.7z <= 398.03
-1.38x + 4.21y + 4.7z <= 940.99
2.54x + 0.87y + 7.56z <= 365.9
3.98x + -2.58y + -2.71z <= 353.62
-1.16x + -0.77y + 4.13z <= 898.24
-7.35x + 2.49y + -3.62z <= 391.37
-5.71x + -5.99y + -2.96z <= 154.98
-7.38x + 9.9y + 4.7z <= 500.49
4.7x + -9.04y + 9.73z <= 683.88
0.09x + -2.5y + -5.55z <= 601.25
5.82x + -6.3y + 7.18z <= 105.85
-8.05x + 4.44y + 2.74z <= 211.2
8.54x + 1.7y + -7.89z <= 242.72
0.13x + 0.52y + 4.57z <= 177.87
-3.92x + -2.72y + -7.12z <= 455.01
-4.78x + -3.43y + 3.84z <= 361.06
7.29x + 8.88y + -7.41z <= 254.63
-9.67x + -2.07y + 5.69z <= 998.3
4.36x + 0.67y + 2.22z <= 996.52
2.04x + -8.39y + 2.07z <= 361.76
0.84x + 6.18y + -0.99z <= 916.77
-2.53x + -2.04y + 9.28z <= 475.89
-5.72x + 3.08y + 5.47z <= 309.83
-1.81x + -8.88y + 1.76z <= 657.42
3.37x + -1.45y + 8.93z <= 850.28
0.85x + -3.84y + 2.25z <= 154.69
-9.37x + -7.32y + -3.67z <= 713.4
5.14x + -6.72y + -5.15z <= 193.88
8.57x + 9.94y + -6.0z <= 841.67
1.86x + 7.59y + 3.11z <= 544.11
-5.63x + -1.4y + 8.13z <= 826.9
-8.36x + -4.29y + 7.15z <= 466.03
2.71x + -8.38y + 6.91z <= 922.72
-4.37x + 3.0y + -0.84z <= 623.57
-2.29x + -1.08y + -2.84z <= 722.21
-8.96x + -8.63y + 7.83z <= 939.19
0.5x + -9.98y + -8.51z <= 968.23
9.89x + -0.01y + 2.63z <= 994.99
0.09x + -3.25y + -2.29z <= 154.79
-0.55x + -1.04y + -8.75z <= 312.17
9.1x + 7.53y + -7.17z <= 996.58
-5.4x + 7.36y + 8.53z <= 958.02
3.11x + -0.2y + 6.57z <= 213.49
2.72x + -4.62y + 0.44z <= 452.79
5.24x + 6.14y + -3.54z <= 965.31
-7.08x + -8.41y + -1.79z <= 538.35
-9.69x + 3.22y + 7.75z <= 796.71
-5.83x + 8.63y + 6.89z <= 657.55
-2.11x + 3.92y + 7.47z <= 447.38
-5.86x + -6.98y + 9.8z <= 267.41
8.55x + -9.89y + 1.2z <= 906.75
-4.32x + 1.34y + -8.76z <= 611.35
-6.31x + 5.04y + 8.5z <= 305.69
1.09x + -7.14y + 0.91z <= 562.87
-0.59x + -7.87y + 7.78z <= 425.29
5.59x + 0.23y + -3.01z <= 583.64
9.32x + 8.24y + -3.24z <= 210.78
6.64x + 4.82y + 8.0z <= 648.22
7.48x + -2.69y + -5.61z <= 577.74
-8.89x + 5.2y + 6.75z <= 793.42
-6.91x + -9.76y + 3.22z <= 399.07
-2.14x + 0.02y + -5.62z <= 693.95
8.76x + -1.69y + 0.92z <= 567.77
6.21x + 1.09y + -2.06z <= 229.63
-3.72x + 1.88y + -8.72z <= 897.14
3.3x + -3.95y + 3.97z <= 834.25
-9.1x + 1.4y + -2.05z <= 503.79
6.42x + -7.42y + 1.33z <= 945.17
0.23x + 7.31y + 2.48z <= 241.08
-4.3x + 3.92y + -6.73z <= 877.1
-9.68x + 7.08y + -3.41z <= 478.38
0.33x + -4.15y + 0.62z <= 923.37
8.56x + 2.14y + 9.64z <= 950.1
5.72x + 6.18y + 9.95z <= 135.59
2.57x + -1.84y + -1.31z <= 561.22
1.67x + -9.05y + -5.63z <= 373.15
-8.19x + 1.75y + 6.36z <= 171.28
8.0x + -0.04y + -9.54z <= 934.26
-6.87x + 0.42y + -9.66z <= 646.16
-9.37x + 4.3y + 3.72z <= 341.29
-3.69x + 9.84y + 4.35z <= 505.79
6.49x + 1.89y + -4.0z <= 632.75
-6.88x + 2.63y + -0.2z <= 895.09
-5.02x + 6.99y + -4.9z <= 416.61
3.37x + -8.57y + -5.71z <= 762.3
3.8x + -7.08y + -7.16z <= 842.98
-7.7x + 9.42y + 6.64z <= 534.45
8.47x + -1.52y + 8.03z <= 366.03
0.53x + -3.31y + -3.52z <= 717.05
-3.09x + -7.55y + -3.61z <= 801.21
-2.37x + -3.81y + 0.07z <= 875.44
4.91x + -3.21y + 2.06z <= 256.01
-1.33x + 9.64y + 7.14z <= 358.27
8.52x + -5.73y + 5.42z <= 164.42
1.78x + -5.44y + 2.05z <= 388.74
0.85x + -6.58y + 3.19z <= 267.83
-2.79x + 9.61y + 2.32z <= 589.39
4.89x + -2.33y + 1.47z <= 276.87
9.55x + -8.01y + -8.6z <= 197.21
4.34x + -0.38y + 1.3z <= 725.33
8.08x + 8.39y + 6.72z <= 767.08
-7.34x + 3.29y + -0.58z <= 704.97
-5.97x + 2.3y + 8.42z <= 341.51
-2.31x + 5.63y + -1.52z <= 694.06
1.41x + 0.71y + 6.57z <= 968.14
5.16x + 7.89y + -9.02z <= 508.53
-1.18x + 1.2y + 0.55z <= 311.75
-5.21x + 7.36y + 5.79z <= 906.3
3.12x + 0.66y + -1.27z <= 960.53
9.52x + -1.29y + 4.01z <= 696.36
4.43x + -7.27y + -0.9z <= 899.18
-7.42x + 8.88y + 4.47z <= 171.53
-8.25x + 2.19y + 0.27z <= 954.02
-1.86x + 3.35y + -5.87z <= 941.85
-2.91x + -7.89y + -6.35z <= 133.93
-8.73x + -8.28y + 7.73z <= 203.17
3.37x + -7.77y + 7.61z <= 273.13
-3.52x + -5.72y + -6.35z <= 410.47
0.72x + 6.14y + -7.62z <= 767.09
-5.66x + 2.89y + -8.25z <= 142.76
6.48x + 0.52y + 4.18z <= 926.38
-5.48x + 7.21y + 6.04z <= 427.14
-4.02x + -5.9y + 6.23z <= 842.84
-1.98x + -6.21y + -5.57z <= 469.91
9.95x + -2.54y + -9.62z <= 469.93
-3.29x + -5.61y + -2.33z <= 989.6
-3.95x + -1.34y + -3.19z <= 182.2
1.28x + 9.76y + -2.36z <= 357.02
4.77x + 7.91y + 9.88z <= 504.01
2.82x + -7.11y + -8.68z <= 602.1
-4.4x + 1.3y + -9.48z <= 306.38
2.12x + -6.06y + 2.23z <= 606.15
-4.64x + -5.63y + 9.53z <= 166.17
-3.85x + -1.35y + -1.48z <= 219.56
0.57x + 2.04y + 1.44z <= 773.82
9.56x + 5.26y + 5.38z <= 909.78
-8.0x + 8.39y + -9.41z <= 821.95
-4.64x + 1.62y + -7.12z <= 737.39
7.51x + -8.87y + 3.82z <= 122.26
5.22x + 1.35y + 7.89z <= 180.22
5.46x + -6.56y + -4.39z <= 606.35
4.76x + -3.09y + 0.03z <= 817.09
1.55x + 2.63y + 3.56z <= 142.12
7.45x + 2.94y + 1.33z <= 159.85
9.29x + 7.08y + 1.59z <= 459.64
4.38x + 7.83y + 1.27z <= 989.68
-7.83x + 6.05y + 7.86z <= 785.16
-4.74x + 6.8y + -1.74z <= 168.1
2.75x + -0.42y + -2.79z <= 951.02
2.06x + -5.9y + -0.82z <= 580.47
5.66x + -3.67y + 5.55z <= 290.36
2.7x + 5.96y + -6.87z <= 888.16
9.6x + 3.97y + 6.66z <= 121.11
4.04x + -6.71y + -0.65z <= 614.11
7.05x + -0.16y + 3.65z <= 349.37
8.08x + -9.62y + 6.23z <= 612.86
3.07x + -0.04y + -5.57z <= 689.7
5.37x + 8.54y + -4.63z <= 367.68
7.74x + -3.84y + 6.29z <= 901.21
-4.89x + 9.45y + -4.56z <= 155.04
9.68x + 9.35y + 9.83z <= 979.95
-2.1x + -0.52y + -9.43z <= 698.05
-1.6x + -9.47y + 1.18z <= 514.85
4.34x + -6.73y + 9.57z <= 433.12
-4.32x + 1.08y + 8.39z <= 737.76
-9.48x + 9.78y + -7.97z <= 797.62
-2.04x + -6.5y + 2.77z <= 329.41
-4.41x + 3.21y + 2.98z <= 467.17
4.53x + -4.52y + -4.2z <= 539.91
-8.2x + -5.46y + -3.6z <= 394.49
-7.72x + -7.36y + -6.28z <= 839.6
-0.17x + -8.83y + -1.72z <= 612.41
-3.92x + -8.67y + -8.2z <= 239.02
3.24x + -6.26y + -4.18z <= 383.55
3.1x + 1.19y + -3.93z <= 113.82
-8.73x + 1.11y + 1.53z <= 836.61
-3.2x + -3.99y + -5.09z <= 408.52
-0.26x + -5.98y + -9.18z <= 730.93
5.16x + 3.73y + -4.62z <= 712.7
-1.42x + -2.18y + 0.99z <= 801.37
-1.54x + 7.66y + 0.95z <= 249.68
-0.62x + -4.87y + 6.8z <= 458.29
-1.05x + 5.61y + -4.91z <= 990.88
-4.8x + 2.62y + -7.84z <= 112.91
-7.97x + -4.17y + 8.99z <= 104.27
-7.49x + 7.82y + 5.04z <= 738.23
-6.24x + 6.39y + 8.74z <= 546.4
-3.2x + -5.83y + 5.31z <= 172.4
9.93x + -8.96y + -8.99z <= 982.67
7.38x + 3.71y + -5.32z <= 570.82
-9.06x + 6.79y + -6.49z <= 281.75
7.05x + 0.5y + 3.96z <= 667.21
3.27x + -5.94y + -3.33z <= 269.33
9.61x + -8.65y + 3.8z <= 262.0
-2.27x + -5.39y + 2.73z <= 139.57
0.87x + 9.29y + -2.26z <= 362.05
-6.37x + 3.56y + 4.17z <= 702.75
-9.17x + -0.82y + 5.8z <= 516.92
7.5x + -9.66y + -9.03z <= 510.62
7.7x + -7.29y + 6.53z <= 320.26
0.08x + 0.79y + 5.98z <= 292.94
9.47x + 0.33y + 1.13z <= 752.64
-8.64x + 4.59y + 7.72z <= 765.96
-5.76x + 1.51y + -2.86z <= 831.3
-5.08x + -7.51y + -8.31z <= 228.59
0.92x + -6.03y + 8.56z <= 328.35
8.96x + 0.96y + -6.31z <= 984.05
-9.89x + -9.46y + 5.62z <= 564.93
7.6x + -9.24y + -7.79z <= 815.58
-2.34x + -8.43y + 2.63z <= 995.19
-3.79x + -8.97y + -9.22z <= 528.24
-1.3x + 6.28y + -8.47z <= 796.72
-1.14x + 5.58y + 4.29z <= 141.52
-0.75x + -8.01y + 3.56z <= 611.3
-5.48x + 5.92y + 3.7z <= 319.72
3.75x + -7.48y + 1.01z <= 432.81
0.94x + -3.22y + 6.49z <= 520.29
-7.19x + 1.51y + -2.12z <= 913.11
0.02x + 4.55y + 5.48z <= 876.43
-9.79x + -6.7y + -7.53z <= 551.89
2.56x + 5.4y + 0.98z <= 864.37
-0.01x + -7.61y + -8.3z <= 677.2
-8.81x + 0.74y + 7.39z <= 493.05
-1.04x + 8.3y + -6.63z <= 240.25
-0.36x + -1.98y + -9.18z <= 868.56
7.82x + 7.15y + -9.12z <= 809.7
-2.55x + -1.5y + 1.15z <= 902.96
7.44x + 9.9y + 3.41z <= 761.64
-4.53x + -6.92y + 2.69z <= 617.47
-2.36x + -2.78y + 9.95z <= 158.29
-7.39x + -5.64y + 8.3z <= 873.54
0.47x + 5.96y + -4.56z <= 165.64
1.19x + 2.65y + 2.97z <= 815.04
8.13x + -1.37y + -2.66z <= 770.8
3.21x + -7.41y + -5.23z <= 890.89
1.93x + 4.03y + -6.39z <= 474.65
1.89x + -1.25y + -6.87z <= 974.12
7.37x + -0.77y + -8.44z <= 831.98
0.6x + -4.21y + -8.4z <= 641.47
-4.35x + 3.58y + -0.58z <= 609.02
9.94x + 0.44y + 4.11z <= 815.3
-3.62x + 0.18y + 2.0z <= 925.53
5.73x + 7.95y + 3.32z <= 339.88
-6.86x + -4.27y + -5.62z <= 308.45
6.6x + -2.71y + 2.18z <= 388.32
2.2x + -4.12y + -0.99z <= 685.01
-2.09x + -2.14y + 4.01z <= 338.53
0.63x + -6.99y + -4.51z <= 863.51
-0.19x + 2.02y + -1.44z <= 409.84
-7.46x + 8.4y + 0.8z <= 779.64
8.25x + 7.45y + 7.31z <= 524.88
3.44x + -6.08y + -0.31z <= 167.22
-8.56x + 6.3y + -0.95z <= 325.3
3.22x + 1.73y + 7.79z <= 591.51
3.82x + 5.62y + 2.56z <= 575.41
-9.34x + -6.0y + -1.68z <= 298.77
8.7x + 9.17y + -7.2z <= 581.67
5.31x + 7.98y + -5.3z <= 376.94
4.04x + -4.4y + 2.22z <= 298.94
-9.85x + -4.68y + 1.95z <= 706.85
-4.63x + 4.8y + 6.01z <= 355.09
-2.92x + -6.88y + -2.76z <= 876.8
-3.27x + 7.58y + 0.58z <= 997.47
2.11x + 7.76y + 7.18z <= 863.21
-1.17x + -6.3y + -1.81z <= 418.65
1.81x + -9.24y + -4.02z <= 804.86
-9.83x + -7.08y + 8.64z <= 619.97
6.34x + 2.17y + -3.01z <= 825.64
-0.94x + -0.78y + 2.69z <= 282.97
-0.03x + -8.47y + 3.74z <= 467.56
-1.1x + 7.27y + -3.09z <= 335.56
-1.23x + 6.05y + 8.73z <= 634.78
-3.03x + 3.31y + 3.98z <= 808.51
0.02x + -6.91y + -7.29z <= 492.93
4.14x + -8.81y + 8.6z <= 352.9
-9.1x + -5.16y + -2.22z <= 357.23
-2.6x + -8.54y + 2.28z <= 502.02
2.16x + -3.98y + 5.97z <= 628.06
4.81x + 4.12y + -8.12z <= 565.23
0.11x + -7.23y + 1.83z <= 282.86
7.67x + 7.78y + 2.29z <= 344.44
-1.74x + -1.04y + 0.2z <= 840.86
-9.36x + -8.51y + -3.05z <= 732.27
2.53x + -2.53y + 4.01z <= 773.89
8.86x + -7.22y + 8.96z <= 608.73
2.72x + 5.03y + 8.94z <= 831.5
7.69x + -5.55y + 1.11z <= 491.06
-5.35x + -8.38y + -3.83z <= 542.65
-6.1x + 6.16y + -9.15z <= 119.44
-2.19x + 6.62y + -8.29z <= 402.94
-2.07x + -9.85y + -1.73z <= 156.39
-7.51x + -6.08y + 8.62z <= 793.37
-6.51x + -7.91y + -0.98z <= 539.64
-5.3x + -6.92y + -0.84z <= 625.78
1.06x + 3.72y + 7.41z <= 617.53
-3.99x + 8.43y + 3.01z <= 707.65
-5.06x + 8.5y + 2.22z <= 642.42
1.47x + 9.52y + -2.51z <= 674.34
-8.12x + 3.69y + -3.04z <= 840.09
-8.92x + 8.73y + -4.71z <= 307.47
-3.68x + 6.66y + -2.99z <= 864.71
4.39x + 9.93y + -7.25z <= 922.72
-6.25x + -5.28y + -9.86z <= 350.63
1.74x + 8.58y + -2.96z <= 962.56
7.37x + -0.19y + 9.76z <= 783.42
3.29x + -7.61y + -1.48z <= 758.14
-9.86x + -1.66y + 9.47z <= 412.75
-6.49x + 1.08y + -5.73z <= 322.83
6.43x + 9.59y + 5.94z <= 373.02
-4.9x + -0.3y + -0.67z <= 273.23
-6.92x + 6.97y + -3.36z <= 407.12
-3.99x + 3.01y + 3.45z <= 301.43
-3.94x + -6.2y + 1.4z <= 417.86
1.4x + -2.64y + 6.92z <= 252.73
-4.98x + -3.52y + 2.31z <= 464.22
-9.98x + -2.94y + -4.1z <= 786.79
-0.93x + 0.49y + 0.1z <= 446.49
9.35x + 8.19y + -5.63z <= 545.12
-0.96x + 9.05y + 3.08z <= 170.26
-7.03x + 0.91y + 0.78z <= 134.11
4.74x + 3.63y + -6.82z <= 710.0
-9.7x + -6.75y + -1.28z <= 484.83
6.5x + 3.74y + -3.78z <= 937.16
-6.98x + -0.76y + -7.16z <= 504.68
-8.91x + 4.85y + 1.83z <= 499.84
6.84x + 9.98y + -5.62z <= 313.28
-0.98x + -0.32y + 9.89z <= 607.84
0.39x + 9.35y + 7.88z <= 463.28
4.44x + 4.56y + 8.03z <= 654.28
-5.05x + 6.48y + 5.98z <= 792.23
-2.74x + -5.49y + 2.73z <= 519.94
-4.13x + -2.25y + -2.6z <= 242.2
5.8x + -9.04y + -1.09z <= 235.62
2.76x + -5.05y + -5.47z <= 323.38
9.15x + -1.39y + 4.77z <= 473.0
2.31x + -8.73y + 8.57z <= 953.62
-2.59x + -3.84y + 4.12z <= 386.66
3.51x + 6.55y + -2.65z <= 594.15
-0.09x + -4.61y + -8.91z <= 735.71
-0.65x + -6.57y + -0.52z <= 546.78
9.84x + -4.8y + -5.92z <= 346.98
0.78x + -3.55y + 9.05z <= 378.47
5.58x + -2.65y + -9.8z <= 247.52
8.0x + -6.87y + 2.02z <= 872.29
8.33x + -8.31y + 5.11z <= 705.14
8.28x + 3.88y + 6.81z <= 491.97
1.3x + 4.88y + -0.17z <= 544.31
5.51x + -3.3y + -1.63z <= 807.57
-5.59x + 4.45y + 3.81z <= 840.34
-8.36x + 4.38y + -1.47z <= 514.25
7.73x + -6.7y + 3.21z <= 816.86
0.77x + -8.16y + -1.27z <= 149.51
9.9x + 8.68y + 6.84z <= 394.24
-2.67x + -8.31y + -3.35z <= 486.79
-6.27x + -9.25y + -3.83z <= 238.23
4.36x + -3.4y + -4.7z <= 237.05
-2.12x + 5.14y + -8.42z <= 868.99
-7.4x + -2.01y + 4.76z <= 840.29
-9.36x + 0.81y + 5.02z <= 386.99
-2.71x + -5.61y + -1.88z <= 146.91
4.49x + -6.15y + 2.25z <= 249.18
2.34x + -8.02y + -3.62z <= 922.12
-5.23x + 9.85y + -8.17z <= 191.8
0.87x + -2.04y + -6.63z <= 953.0
-7.51x + 9.84y + 1.03z <= 772.88
-3.88x + 9.47y + -3.61z <= 303.88
-0.38x + -0.55y + 0.88z <= 526.34
0.26x + -8.74y + -7.53z <= 577.12
9.9x + -5.8y + -2.17z <= 799.1
-2.09x + 9.44y + 1.86z <= 687.7
-1.11x + -0.73y + -1.21z <= 105.35
5.51x + -1.33y + 0.66z <= 350.54
5.3x + 4.11y + 0.63z <= 370.2
9.38x + -8.29y + -4.11z <= 420.57
6.63x + 2.23y + 0.95z <= 768.16
-9.66x + -0.41y + -1.91z <= 875.77
9.84x + -7.22y + -8.32z <= 381.77
-1.86x + -8.84y + 6.62z <= 764.91
2.72x + -8.54y + -3.92z <= 828.14
4.51x + -8.58y + 2.71z <= 410.89
-5.0x + 6.99y + -3.31z <= 251.16
4.27x + -3.0y + -2.5z <= 182.54
3.52x + 9.0y + -0.88z <= 132.02
2.58x + 6.02y + -1.24z <= 810.59
-6.11x + 9.21y + 1.63z <= 616.56
1.28x + 7.9y + -7.83z <= 496.84
2.07x + -2.59y + -3.43z <= 140.77
-3.28x + -5.51y + -0.34z <= 422.66
-3.43x + 0.41y + -3.99z <= 421.06
-2.06x + -0.99y + -0.76z <= 742.29
5.72x + 2.15y + 1.59z <= 487.43
2.44x + -5.67y + -0.38z <= 489.62
-1.95x + 3.68y + 8.25z <= 411.82
-9.65x + -6.65y + 8.16z <= 343.14
-3.74x + -5.36y + 1.97z <= 232.64
6.89x + -5.47y + -7.14z <= 445.53
-0.97x + -1.39y + -5.72z <= 407.51
-0.69x + -8.23y + 5.79z <= 303.07
1.12x + -9.85y + -3.24z <= 389.87
5.58x + 3.47y + 5.74z <= 372.15
4.38x + -6.41y + 6.73z <= 104.37
-2.85x + -0.78y + -4.74z <= 565.64
5.0x + 4.05y + 2.49z <= 659.12
6.07x + -1.74y + 0.57z <= 305.75
-6.51x + -8.9y + -7.6z <= 411.03
-2.83x + -8.92y + -6.52z <= 435.08
-7.61x + -0.04y + 9.63z <= 914.22
4.61x + 6.01y + -7.76z <= 627.47
-9.49x + 7.8y + 1.87z <= 215.79
-3.44x + -4.35y + -4.35z <= 700.37
-0.74x + -3.87y + 4.77z <= 910.66
4.02x + -9.26y + 6.69z <= 938.95
-6.86x + -5.38y + -9.28z <= 414.0
-8.05x + -6.79y + -3.85z <= 651.55
0.35x + 2.93y + -5.1z <= 532.92
-0.42x + -2.79y + -4.31z <= 963.79
-9.24x + 8.96y + -4.97z <= 330.61
-2.33x + 1.62y + 0.13z <= 981.9
3.27x + -6.84y + 5.42z <= 616.32
-3.13x + -2.35y + 4.23z <= 370.18
-5.45x + -6.68y + -9.45z <= 812.36
0.2x + 0.8y + 2.3z <= 723.84
-3.47x + -8.01y + -8.18z <= 647.07
4.99x + 5.21y + -9.25z <= 813.3
5.1x + -1.73y + 2.57z <= 964.42
2.69x + 4.93y + -7.2z <= 957.76
7.14x + 4.9y + 7.97z <= 598.21
7.81x + 8.59y + -7.26z <= 140.69
-3.59x + -6.13y + -8.8z <= 486.55
-2.42x + 6.54y + -0.24z <= 864.36
-0.09x + 2.53y + 7.73z <= 404.67
-7.57x + 6.41y + 0.8z <= 556.78
0.07x + 9.29y + 6.07z <= 914.27
1.91x + 7.19y + 9.02z <= 129.74
-8.5x + -0.53y + -9.74z <= 797.89
-5.76x + 0.48y + 2.79z <= 113.79
3.58x + -9.24y + -4.32z <= 145.09
-6.24x + 1.28y + 6.38z <= 763.07
-2.63x + -7.15y + 7.3z <= 992.12
-4.73x + 3.03y + 2.66z <= 787.69
-5.75x + 9.43y + -0.34z <= 943.53
2.97x + 8.87y + -3.91z <= 756.79
9.61x + 4.5y + 2.12z <= 224.33
-3.49x + 0.53y + -5.54z <= 623.75
-4.41x + 1.95y + 6.91z <= 945.83
6.93x + -4.87y + -0.66z <= 987.94
8.95x + -4.77y + 4.78z <= 869.95
4.45x + -2.87y + 5.52z <= 646.7
3.74x + -3.16y + 6.31z <= 178.26
2.71x + -9.25y + 8.91z <= 679.65
-4.2x + 4.82y + -3.36z <= 213.94
-6.73x + 7.71y + -6.87z <= 515.08
8.81x + -3.67y + -0.3z <= 295.27
-5.61x + 6.27y + -7.42z <= 666.53
2.6x + -7.74y + 1.5z <= 926.39
-2.57x + 5.57y + -3.3z <= 464.16
3.42x + 9.36y + -2.52z <= 515.77
-9.49x + -4.38y + -0.83z <= 450.84
-3.43x + -1.8y + 4.77z <= 879.14
3.93x + -5.42y + 5.65z <= 237.69
-9.89x + 3.18y + 0.95z <= 578.06
3.98x + -2.46y + -7.03z <= 246.34
1.42x + 5.24y + 5.69z <= 671.03
-1.41x + -8.18y + 9.97z <= 119.56
-8.43x + 0.59y + -1.84z <= 949.19
6.53x + 1.4y + -8.51z <= 273.28
0.89x + 0.79y + 7.73z <= 501.12
-0.86x + 2.27y + -8.51z <= 913.78
9.96x + -7.09y + -5.78z <= 360.25
-9.9x + -9.63y + -7.44z <= 288.74
-8.83x + 3.4y + 8.14z <= 124.23
10.0x + -7.37y + -6.5z <= 836.63
-2.53x + 8.64y + 6.99z <= 361.18
-4.61x + 5.0y + -1.64z <= 981.56
-1.52x + -0.69y + 7.52z <= 825.16
-0.76x + 4.64y + 3.27z <= 473.5
-3.99x + 5.02y + 8.81z <= 182.73
-1.5x + -9.74y + -3.04z <= 467.17
-6.26x + 5.35y + 9.28z <= 849.88
5.9x + -4.87y + 5.46z <= 480.57
2.76x + -7.17y + 0.15z <= 818.66
6.16x + -6.94y + -3.73z <= 788.06
-4.39x + -9.47y + 4.74z <= 252.36
3.91x + -4.87y + -4.29z <= 566.34
5.83x + -4.46y + -1.72z <= 195.08
-4.82x + 4.21y + 7.79z <= 804.84
3.04x + -0.52y + 7.19z <= 834.34
1.3x + -0.26y + 6.22z <= 786.15
-4.16x + -3.14y + 7.94z <= 650.04
-0.98x + 8.56y + -7.09z <= 584.59
1.51x + 0.69y + 4.46z <= 535.92
-1.96x + 6.81y + 5.23z <= 696.87
-4.18x + 9.36y + -5.82z <= 895.49
-9.42x + 1.21y + -3.44z <= 460.24
4.45x + 4.67y + -9.02z <= 490.52
5.62x + -6.42y + -6.71z <= 918.87
-9.12x + 0.88y + 0.47z <= 610.31
-8.73x + -5.28y + -6.46z <= 688.76
0.94x + -6.45y + -7.93z <= 898.68
-1.94x + -6.83y + -5.43z <= 978.82
-4.78x + -3.53y + -8.42z <= 574.32
-0.45x + 3.17y + -9.77z <= 487.62
-7.08x + 4.56y + -4.05z <= 614.45
8.74x + -2.02y + -6.75z <= 946.86
1.77x + -0.58y + 2.52z <= 192.06
-5.03x + -2.19y + -2.02z <= 341.67
-2.34x + -2.65y + -5.33z <= 771.06
-0.24x + -5.9y + 1.67z <= 991.59
-9.38x + -5.42y + 5.3z <= 526.03
-4.82x + 2.64y + 7.81z <= 527.26
5.45x + 2.17y + 5.28z <= 187.78
6.66x + -3.68y + -0.76z <= 271.68
-4.78x + 2.93y + 2.29z <= 303.76
-8.64x + -6.02y + 8.18z <= 769.64
3.78x + 6.46y + 7.9z <= 876.44
1.52x + -5.06y + 8.98z <= 793.55
-8.64x + -2.74y + -1.28z <= 714.03
-7.82x + 4.97y + 5.46z <= 629.64
3.72x + 0.68y + -3.63z <= 847.18
-8.81x + 3.94y + -3.09z <= 776.22
-1.54x + -8.68y + -9.77z <= 754.36
-8.63x + -7.33y + -2.95z <= 812.24
9.44x + -2.85y + -3.91z <= 984.31
9.39x + -4.35y + -6.3z <= 468.62
-1.86x + -9.24y + -9.31z <= 461.33
8.73x + 9.73y + -7.71z <= 237.11
7.86x + -7.84y + -1.6z <= 836.85
0.58x + 7.8y + 5.58z <= 748.43
-0.31x + 2.33y + -0.34z <= 257.77
2.73x + -5.21y + 1.1z <= 436.02
